year,month,day,hour,minute,lat,lon
2021,12,01,14,34,40.593636,-73.797264
2021,12,10,7,00,40.674263,-73.80453
2021,12,07,9,20,40.70476,-73.96491
2021,12,09,8,00,40.569626,-74.190735
2021,12,07,17,08,40.698463,-73.960205
2021,12,05,8,20,40.658413,-73.9171
2021,12,08,19,30,40.76175,-73.96899
2021,12,08,12,00,40.736614,-73.9951
2021,12,08,22,37,40.62121,-74.12385
2021,12,08,17,56,40.873737,-73.90593
2021,12,07,7,50,40.66718,-73.95076
2021,12,08,0,44,40.754295,-73.93946
2021,12,08,15,00,40.588116,-73.97261
2021,12,10,11,00,40.854935,-73.85822
2021,12,10,1,10,40.662575,-73.93448
2021,12,09,0,00,40.7448,-73.953415
2021,12,08,18,36,40.79672,-73.97618
2021,12,09,20,30,40.752777,-73.70743
2021,12,09,10,13,40.638523,-73.92607
2022,03,26,14,00,40.637833,-74.08193
2022,03,26,1,02,40.797836,-73.96946
2022,03,26,16,02,40.734375,-73.87342
2022,03,26,16,05,40.699947,-73.736626
2022,03,21,12,05,40.75632,-73.999275
2022,03,26,5,13,40.69614,-73.81789
2022,03,26,17,42,40.631687,-73.9205
2022,03,26,12,18,40.88839,-73.84666
2022,03,26,20,10,40.844425,-73.8639
2022,03,26,15,45,40.833965,-73.8629
2022,03,26,17,55,40.705738,-73.944695
2022,03,26,0,50,40.637905,-73.8878
2022,03,26,14,05,40.635063,-73.94788
2022,03,26,9,30,40.804153,-73.91304
2022,03,10,8,30,40.676403,-73.96287
2022,03,24,23,00,40.829777,-73.85055
2022,03,26,7,36,40.613926,-74.030174
2022,03,26,11,50,40.635563,-73.89577
2022,03,26,17,42,40.675167,-73.825264
2022,03,26,1,45,40.761486,-73.96061
2022,03,26,17,00,40.712284,-73.964005
2022,02,25,11,48,40.70546,-73.7949
2022,03,26,22,51,40.74967,-73.99531
2022,03,26,8,21,40.833786,-73.94037
2022,03,17,8,00,40.67794,-73.8023
2022,03,26,10,30,40.637985,-74.0076
2022,03,26,13,48,40.835037,-73.93979
2022,03,25,9,56,40.9046,-73.852936
2022,03,26,23,45,40.742508,-73.91788
2022,03,26,16,00,40.67046,-73.88788
2022,03,26,23,17,40.72224,-73.9863
2022,03,23,9,00,40.67639,-73.97189
2022,03,26,5,00,40.88893,-73.86579
2022,03,25,6,15,40.80118,-73.93975
2022,03,26,21,50,40.757668,-73.95915
2022,03,26,21,25,40.668896,-73.95339
2022,03,25,18,13,40.63654,-73.97707
2022,03,26,20,10,40.831055,-73.905846
2022,03,25,12,55,40.85868,-73.89922
2022,03,23,11,00,40.62466,-74.17856
2022,03,26,3,05,40.63947,-73.902756
2022,03,26,4,34,40.86173,-73.91182
2022,03,26,19,56,40.69538,-73.985115
2022,03,26,12,40,40.63063,-74.00923
2022,03,26,1,58,40.82707,-73.87075
2022,03,26,19,56,40.60548,-73.93922
2022,03,26,0,30,40.692593,-73.91551
2022,03,26,20,05,40.680664,-73.902626
2022,03,26,17,54,40.645718,-73.95002
2022,03,25,17,55,40.68327,-73.95016
2021,12,12,9,09,40.84036,-73.91807
2022,03,26,16,35,40.577652,-73.96344
2022,03,26,19,50,40.730145,-73.99781
2022,03,26,13,19,40.67478,-73.806206
2022,03,25,8,45,40.624622,-73.97598
2022,03,26,10,10,40.67271,-73.97089
2022,03,26,11,45,40.7314,-73.926094
2022,03,25,14,35,40.632786,-74.13712
2022,03,26,14,30,40.596733,-74.07045
2022,03,26,19,00,40.617645,-73.92092
2022,03,26,16,40,40.68651,-73.98378
2022,03,24,18,05,40.69831,-73.9498
2022,03,26,3,35,40.692455,-73.76814
2022,03,20,10,34,40.778805,-73.974075
2022,03,26,14,54,40.747894,-73.989174
2022,03,25,6,35,40.83578,-73.871445
2022,03,25,14,00,40.61763,-74.133575
2022,03,21,19,13,40.731407,-73.99698
2022,03,26,5,02,40.60784,-73.961975
2022,03,25,9,45,40.752563,-73.74328
2022,03,26,22,54,40.67848,-73.98232
2022,03,26,21,00,40.629475,-74.004166
2022,03,26,17,29,40.668797,-73.93113
2022,03,26,2,10,40.754707,-73.99164
2022,03,25,0,00,40.85713,-73.8808
2022,03,26,4,00,40.857418,-73.89996
2022,03,26,4,34,40.702972,-73.888054
2022,03,09,11,56,40.786366,-73.97598
2022,03,26,14,41,40.624474,-74.00668
2022,03,26,18,00,40.76532,-73.771904
2022,03,26,13,30,40.597683,-73.96686
2022,03,26,13,20,40.609768,-74.06969
2022,03,25,21,35,40.798286,-73.938705
2022,03,23,21,00,40.776764,-73.848015
2022,03,26,12,00,40.747498,-73.91309
2022,03,26,13,28,40.701637,-73.942276
2022,03,26,19,12,40.69349,-73.826546
2022,03,26,21,29,40.726463,-73.85943
2022,03,25,13,21,40.856434,-73.886826
2022,03,22,8,20,40.87151,-73.87057
2022,03,26,22,30,40.68686,-73.96758
2022,03,26,11,20,40.624763,-73.96518
2022,03,26,18,17,40.678417,-73.729225
2022,03,14,10,30,40.692596,-73.79078
2022,03,26,1,30,40.734486,-73.891754
2022,03,26,3,23,40.88399,-73.82641
2022,03,26,1,45,40.683872,-73.95998
2022,03,05,14,52,40.799484,-73.92929
2022,03,26,20,27,40.70839,-74.00482
2022,03,26,18,19,40.766502,-73.99418
2022,03,26,23,00,40.676304,-73.816284
2022,03,26,18,00,40.66447,-73.89593
2022,03,23,20,40,40.709835,-74.014885
2022,04,24,11,45,40.585342,-73.94157
2021,09,11,12,01,40.746395,-73.9856
2021,09,10,11,00,40.617004,-73.96912
2021,09,11,20,15,40.718662,-74.00615
2021,09,09,8,15,40.680664,-73.97028
2021,12,10,23,07,40.67392,-73.91012
2021,12,10,21,50,40.806835,-73.924355
2021,11,27,5,40,40.627735,-73.920105
2021,12,09,5,15,0.0,0.0
2021,12,08,12,58,40.661263,-73.955765
2021,12,08,17,50,40.844883,-73.907295
2021,12,10,4,30,40.76104,-73.88162
2021,12,10,21,22,40.669777,-73.9583
2021,12,10,8,30,40.839443,-73.90436
2021,12,10,12,15,40.75245,-73.94507
2021,12,08,14,38,40.687748,-73.980125
2021,12,03,13,40,40.87356,-73.81853
2021,12,10,8,50,40.8176,-73.90373
2021,12,09,19,45,40.638428,-73.91275
2021,12,10,16,07,40.813885,-73.95211
2021,12,10,21,20,40.77733,-73.95456
2021,12,10,23,16,40.713135,-74.00407
2021,12,09,17,21,40.775486,-73.98217
2021,12,09,7,30,40.591137,-73.97752
2021,11,24,23,58,40.865536,-73.92728
2021,12,09,17,00,40.76551,-73.97795
2021,12,08,8,15,40.63311,-73.97217
2021,09,11,2,20,40.823772,-73.87245
2021,07,09,12,00,40.84497,-73.90247
2021,09,10,14,50,40.675507,-74.00075
2021,07,01,17,45,40.609535,-73.75372
2021,07,07,13,45,40.730446,-74.00431
2021,09,11,12,00,40.721645,-73.8026
2021,07,07,17,30,40.853477,-73.82622
2021,09,11,2,55,40.66901,-73.80265
2021,09,11,17,15,40.629475,-74.1123
2021,09,03,17,14,40.6843,-73.99724
2021,07,08,12,30,40.767612,-73.950005
2021,08,23,11,50,40.80066,-73.9544
2021,09,11,21,34,40.87645,-73.848175
2021,09,11,11,30,40.737865,-73.876144
2021,09,06,10,34,40.764103,-73.93277
2021,07,08,15,56,40.66735,-73.76994
2021,07,07,23,06,40.824265,-73.95642
2021,09,11,6,51,40.702045,-73.9156
2021,09,07,12,30,40.85306,-73.931
2021,09,11,4,10,0.0,0.0
2021,07,08,9,25,40.697315,-73.932274
2021,09,11,6,40,40.679344,-73.859535
2021,09,11,17,35,40.708923,-73.81877
2021,07,08,17,17,40.60203,-74.09572
2021,09,10,3,00,40.693787,-73.81173
2021,09,11,5,59,40.826767,-73.888855
2021,09,09,11,39,40.56692,-74.116234
2021,09,11,17,40,40.623913,-74.00726
2021,09,11,22,15,40.592422,-73.99508
2021,09,11,7,15,40.6783,-73.88988
2021,09,10,17,00,40.748962,-73.89176
2021,07,08,11,33,40.631508,-73.90506
2021,09,11,21,48,40.677322,-73.790955
2022,03,26,10,30,40.57666,-73.965836
2021,09,11,19,00,40.804585,-73.94782
2021,09,11,22,23,40.832916,-73.92939
2021,09,11,15,00,40.722515,-73.73332
2021,09,10,10,20,40.692127,-73.83484
2021,09,11,0,00,40.807537,-73.8798
2021,07,06,15,01,40.878128,-73.86944
2021,07,09,4,00,40.75777,-73.854164
2021,09,10,8,45,40.6569,-73.907486
2021,09,11,11,51,40.845024,-73.92632
2021,09,11,18,50,40.817795,-73.89319
2021,07,02,7,10,40.81915,-73.93062
2021,09,06,13,26,40.591778,-74.12734
2021,09,11,5,30,40.753994,-73.94244
2021,09,11,12,55,40.724846,-73.999
2021,07,09,12,30,40.822933,-73.93813
2021,09,11,13,00,40.680477,-73.951164
2021,09,11,15,00,40.648243,-73.929
2021,07,08,15,30,40.64366,-73.90067
2021,07,09,11,15,40.6843,-73.94121
2021,09,02,10,45,40.602425,-74.091354
2021,09,07,17,35,40.662037,-73.95077
2021,09,11,19,08,40.68164,-73.98568
2021,09,11,10,25,40.781315,-73.94614
2021,09,11,14,00,40.74498,-73.89325
2021,08,29,0,12,40.6117,-74.13918
2021,09,11,23,48,40.616295,-73.92991
2021,09,11,1,45,40.78322,-73.84586
2021,07,08,17,13,40.87122,-73.83709
2021,09,09,11,39,40.680077,-73.852684
2021,07,06,19,00,40.843384,-73.88987
2021,09,11,17,19,40.680023,-73.794624
2021,07,06,18,00,40.72937,-73.955444
2021,07,05,17,20,40.683754,-73.88565
2021,09,11,9,10,40.70413,-73.76984
2021,09,11,21,45,40.609985,-73.96239
2021,07,09,6,51,40.673676,-73.86576
2021,09,11,21,00,40.751442,-73.97606
2021,07,08,14,30,40.86514,-73.801544
2021,09,11,18,38,40.72218,-73.84406
2021,09,11,15,28,40.797924,-73.9296
2021,09,05,16,40,40.626373,-73.99754
2021,09,11,5,26,40.883133,-73.882095
2021,09,11,12,30,40.90222,-73.85589
2021,09,10,12,10,40.72717,-73.78739
2021,06,26,10,30,40.600792,-73.76711
2021,07,01,21,00,40.84434,-73.91475
2021,04,16,17,55,40.67922,-73.90405
2021,09,11,13,10,40.802982,-73.93815
2021,07,04,0,58,40.731544,-73.955315
2021,09,11,2,38,40.683323,-73.80648
2021,07,04,21,00,40.732006,-73.95795
2021,09,11,18,00,40.6544,-73.92044
2021,07,02,16,45,40.589592,-73.786385
2021,09,11,15,10,40.736164,-73.97891
2021,07,03,10,18,40.59723,-73.76237
2021,09,11,14,40,40.67393,-73.999954
2021,09,11,2,00,40.840153,-73.88572
2021,09,11,23,00,40.599503,-74.067116
2021,07,04,8,00,40.822456,-73.868065
2021,09,11,15,30,40.59841,-73.97592
2021,09,11,14,30,40.697083,-73.85476
2021,07,08,6,00,40.896385,-73.87246
2021,08,11,0,01,40.695637,-73.80372
2021,09,11,9,30,40.69982,-73.996254
2021,09,11,16,40,40.590313,-74.09794
2021,09,11,18,05,40.787544,-73.82394
2021,09,11,2,00,40.67539,-73.88113
2021,09,07,8,03,40.634007,-74.07516
2021,09,11,13,53,40.73844,-73.88628
2021,07,08,11,50,40.60855,-74.13216
2021,09,11,14,00,40.58573,-74.16865
2021,09,11,7,09,40.599907,-73.94664
2021,07,08,15,40,40.806713,-73.93782
2021,09,07,3,00,40.748318,-73.87742
2021,07,05,6,00,40.68651,-73.76815
2021,09,10,19,15,40.624203,-74.177124
2021,07,06,9,37,40.744526,-73.77161
2021,07,01,15,30,40.576965,-74.16974
2021,07,07,18,04,40.8502,-73.8302
2021,09,08,17,40,40.715477,-73.998085
2021,09,11,7,33,40.611477,-73.94883
2021,07,08,11,50,40.681515,-73.90412
2021,09,11,8,00,40.61578,-73.99995
2021,09,08,8,43,40.82207,-73.94993
2021,09,11,23,00,40.74606,-73.85583
2021,09,09,12,00,40.72013,-73.79038
2021,07,07,17,13,40.688435,-73.78765
2021,09,11,18,03,40.84964,-73.89661
2021,09,09,17,00,40.68329,-73.85491
2021,09,08,18,13,40.812912,-73.95364
2021,09,11,20,50,40.6639,-73.7804
2021,07,05,0,16,40.59312,-73.772705
2021,06,29,16,26,40.596687,-73.74422
2021,07,08,8,50,40.673107,-73.99959
2021,07,09,10,38,40.63874,-73.8952
2021,09,11,17,45,40.675255,-73.73207
2021,09,11,1,30,40.846313,-73.92385
2021,09,11,2,00,40.608364,-73.95727
2021,07,08,23,25,40.682724,-73.88539
2021,09,11,1,20,40.80789,-73.852844
2021,09,10,0,00,40.607754,-74.13205
2021,09,10,11,17,40.708324,-73.84314
2021,09,10,17,08,40.79194,-73.95281
2021,07,08,17,55,40.718792,-73.98902
2021,09,11,13,35,40.86463,-73.892136
2021,09,11,0,50,40.67856,-73.889015
2021,09,11,3,00,40.721474,-73.98383
2021,09,11,4,41,40.79184,-73.93556
2021,09,11,21,05,40.78076,-73.825424
2021,09,11,20,59,40.7359,-73.91338
2021,09,10,21,03,40.710697,-73.984634
2021,09,10,14,35,40.760777,-73.95702
2021,06,26,17,23,40.81358,-73.89385
2021,09,11,23,18,40.575302,-73.98453
2021,09,10,13,10,40.66843,-73.91919
2021,09,11,15,45,40.81701,-73.9595
2021,07,08,16,00,40.85755,-73.882835
2021,09,02,19,56,40.89711,-73.88008
2021,09,11,15,45,40.685795,-73.911644
2021,09,07,22,30,40.69305,-73.799446
2021,06,25,14,35,40.609535,-73.75372
2021,07,08,18,40,40.720627,-74.00522
2021,07,04,4,00,40.763496,-73.87814
2021,07,08,21,19,40.686646,-73.849075
2021,09,11,15,01,40.579445,-73.9544
2021,09,10,19,00,40.762966,-73.973976
2021,09,11,0,20,40.76555,-73.83911
2021,09,10,10,55,40.779602,-73.95553
2021,09,11,1,39,40.553192,-74.164345
2021,09,11,18,16,40.836094,-73.883995
2021,07,08,12,58,40.59692,-73.94122
2021,09,11,22,30,40.62318,-73.98611
2021,09,11,18,55,40.67562,-73.88826
2021,09,07,12,42,40.80609,-73.95414
2021,09,10,17,39,40.87739,-73.8665
2021,09,11,19,20,40.689133,-73.951324
2021,06,30,19,20,40.83604,-73.92222
2021,09,10,20,19,40.76649,-73.95696
2021,07,08,13,26,40.731613,-73.9545
2021,09,11,8,45,40.708324,-74.00311
2021,09,11,19,00,40.65375,-73.931274
2021,07,01,8,10,40.60675,-73.756645
2022,03,25,9,55,40.743534,-73.93951
2021,09,01,19,30,40.678364,-73.77949
2021,09,10,15,20,40.724274,-74.01136
2021,09,11,14,34,40.8188,-73.956024
2021,09,10,9,00,40.69558,-73.788704
2021,09,11,3,25,40.80484,-73.912796
2021,09,11,1,00,40.658466,-73.96049
2021,09,11,11,25,40.868164,-73.90054
2021,09,11,21,30,40.66169,-73.96143
2021,07,09,12,30,40.87037,-73.87052
2021,09,05,21,18,40.69674,-73.76292
2021,09,11,3,00,40.65958,-73.89247
2021,09,11,11,30,40.83232,-73.87395
2021,09,11,21,35,40.708534,-73.914925
2021,07,08,16,04,40.777496,-73.90784
2021,07,02,14,00,40.83406,-73.944885
2021,09,11,23,20,40.66615,-73.80575
2021,07,08,15,15,40.82324,-73.938835
2021,07,09,12,22,40.6974,-73.80952
2021,07,09,3,25,40.67897,-73.75985
2021,09,11,2,05,40.590313,-74.09794
2021,07,09,0,00,40.654343,-73.864204
2021,09,11,15,30,40.62782,-74.12126
2021,09,10,21,27,40.592037,-74.15436
2021,09,08,10,10,40.79293,-73.950005
2021,09,11,10,00,40.8452,-73.916885
2021,09,11,7,58,40.72609,-73.830154
2021,09,11,16,25,40.76092,-73.96704
2019,05,21,22,50,40.69754,-73.98312
2021,02,26,14,50,40.843464,-73.836
2021,03,09,11,00,40.692547,-73.990974
2021,03,31,22,20,40.626457,-73.918
2021,04,06,22,58,40.526894,-74.16728
2021,04,09,14,45,40.840775,-73.87246
2021,04,14,11,00,40.694035,-73.72679
2021,04,15,13,30,40.857365,-73.84657
2021,04,14,14,40,40.698807,-73.91837
2021,04,14,21,43,40.71402,-73.74827
2021,04,16,17,40,40.815,-73.89402
2021,04,16,0,50,40.55079,-74.20098
2021,04,15,10,30,40.655903,-73.89817
2021,04,16,16,35,40.890076,-73.819855
2021,04,15,17,20,40.650402,-73.89422
2021,04,16,21,20,40.79335,-73.97275
2021,04,16,17,20,40.72538,-74.00011
2021,04,15,14,30,40.75184,-73.90358
2021,09,11,22,57,40.755516,-73.961105
2021,04,16,23,20,40.649788,-73.9622
2021,04,16,18,15,40.686928,-73.920815
2021,04,14,13,00,40.712963,-73.93647
2021,06,30,11,47,40.694294,-73.74868
2021,04,14,20,14,40.801285,-73.95394
2021,04,14,15,16,40.633976,-74.02211
2021,04,15,19,30,40.670296,-73.997604
2021,04,16,13,15,40.66423,-73.919106
2021,04,14,21,08,40.817696,-73.922615
2021,04,13,20,34,40.668495,-73.925606
2021,04,13,14,10,40.662476,-73.768326
2021,04,15,12,16,40.841087,-73.86447
2021,04,15,18,15,40.70955,-73.95887
2021,04,15,19,30,40.733376,-73.86665
2021,04,14,21,04,40.700356,-73.95732
2021,04,14,1,40,40.83801,-73.87329
2021,04,16,18,00,40.66584,-73.75551
2021,04,15,12,05,40.761436,-73.76995
2021,04,16,11,00,40.74958,-73.86541
2021,04,16,17,00,40.73197,-73.78651
2021,04,16,12,00,40.76249,-73.839584
2021,04,16,20,27,40.668507,-73.779625
2021,04,15,18,25,40.638268,-73.93187
2021,04,12,16,08,40.696735,-73.93481
2021,04,14,11,55,40.870823,-73.8721
2021,04,14,1,30,40.574867,-74.00069
2021,04,14,3,25,40.866577,-73.8722
2021,04,16,8,05,40.775414,-73.91984
2021,04,15,20,13,40.84744,-73.89968
2021,04,14,16,30,40.542908,-74.15579
2021,04,14,20,15,40.78468,-73.80911
2021,04,15,16,37,40.632416,-73.94724
2021,04,15,6,05,40.714207,-73.92817
2021,04,16,8,40,40.727913,-73.873245
2021,04,15,20,15,40.854485,-73.854645
2021,04,13,23,00,40.698986,-73.91671
2021,04,16,20,55,40.841717,-73.94435
2021,04,15,17,25,40.861687,-73.82435
2021,04,16,6,45,40.691822,-73.92223
2021,04,10,12,00,40.856014,-73.91213
2021,04,14,15,53,40.83383,-73.921234
2021,04,09,17,00,40.68781,-73.9237
2021,04,14,19,10,40.642044,-73.98124
2021,04,16,13,55,40.69814,-73.89111
2021,04,14,0,00,40.64664,-73.9246
2021,09,11,20,00,40.703217,-73.73427
2021,04,16,16,00,40.680897,-73.95118
2021,04,15,22,25,40.760822,-73.99832
2021,04,14,10,09,40.74608,-73.974945
2021,04,16,0,01,40.626293,-74.01572
2021,04,15,20,45,40.767967,-73.96822
2021,04,15,7,00,40.673634,-73.89294
2021,04,15,10,45,40.579212,-73.976265
2021,04,16,12,00,40.57365,-74.11252
2021,04,14,6,50,40.73632,-73.85631
2021,04,14,3,39,40.619396,-73.969574
2021,04,16,22,00,40.820263,-73.92976
2021,04,14,0,00,40.601864,-74.00232
2021,04,15,19,10,40.810318,-73.943634
2021,04,14,13,35,40.666306,-73.79171
2021,04,16,15,05,40.708805,-73.92577
2021,04,14,9,33,40.826424,-73.85868
2021,04,13,16,05,40.63174,-73.96793
2021,04,15,9,27,0.0,0.0
2021,04,16,11,45,40.727146,-73.954735
2021,04,11,8,56,40.67253,-73.798386
2021,04,16,13,02,40.702335,-73.89073
2021,04,14,0,00,40.587894,-73.95504
2021,04,16,5,30,40.65047,-73.917366
2021,04,16,20,26,40.836555,-73.94306
2021,04,13,9,00,40.870056,-73.83222
2021,04,15,11,45,40.579372,-74.16948
2021,04,01,0,10,40.805138,-73.945244
2021,04,15,11,41,40.85968,-73.90427
2021,04,15,2,00,40.605595,-73.98404
2021,04,15,0,05,40.819214,-73.84662
2021,04,16,11,30,40.827972,-73.88707
2021,04,16,15,30,40.66496,-73.82226
2021,04,14,15,00,40.719177,-73.79223
2021,04,14,8,03,40.748825,-73.96984
2021,04,16,7,45,40.733597,-73.91062
2021,04,14,6,45,40.54048,-74.153404
2021,04,14,22,43,40.738403,-73.93864
2021,04,15,16,55,40.68039,-73.94956
2021,04,14,18,00,40.817627,-73.92366
2021,04,15,12,26,40.751446,-74.001434
2021,09,11,22,15,40.86418,-73.90119
2021,04,15,8,10,40.76161,-73.97076
2021,04,15,16,00,40.689648,-73.9184
2021,04,14,16,00,40.741634,-73.88266
2021,04,15,18,30,40.596977,-73.97324
2021,04,16,14,56,40.63864,-74.02245
2021,04,14,17,30,40.565254,-74.1301
2021,04,14,7,15,40.655895,-73.898224
2021,04,14,20,10,40.68821,-73.96583
2021,04,15,9,28,40.71649,-73.98484
2021,04,16,14,30,40.876785,-73.87446
2021,04,16,18,05,40.86367,-73.86741
2021,04,14,0,00,40.835827,-73.89068
2021,04,15,15,37,40.793396,-73.94043
2021,04,14,17,20,40.84827,-73.88312
2021,04,14,23,17,40.656273,-73.90731
2021,04,16,9,25,40.693462,-73.965485
2021,04,15,16,00,40.66725,-73.88799
2021,04,13,17,55,40.844105,-73.923065
2021,04,16,21,00,40.651707,-73.93121
2021,04,15,10,30,40.680496,-73.821365
2021,04,15,23,36,40.834415,-73.92854
2021,04,15,0,00,40.7357,-73.90377
2021,04,15,21,33,40.771038,-73.83413
2021,04,14,19,45,40.69484,-73.98391
2021,04,14,7,45,40.785774,-73.97052
2021,04,14,12,30,40.733017,-73.8852
2021,04,16,8,30,40.709023,-73.757835
2021,04,14,11,15,40.692886,-73.832184
2021,04,15,15,18,40.620487,-74.029305
2021,04,14,17,50,40.618595,-73.99847
2021,04,14,10,29,40.803787,-73.953896
2021,04,15,20,02,40.82319,-73.889496
2021,04,14,19,20,40.680088,-73.94398
2021,04,14,19,00,40.827927,-73.90094
2021,07,08,19,55,40.65342,-73.88898
2021,04,14,22,21,40.66895,-73.9339
2021,04,15,15,25,40.879055,-73.87439
2021,04,14,11,30,40.67043,-73.928185
2021,04,16,23,14,40.875874,-73.84989
2021,04,13,9,30,40.675037,-73.930534
2021,04,16,13,59,40.767582,-73.9109
2021,04,14,6,35,40.734352,-74.00849
2021,04,16,14,50,40.63083,-73.90736
2021,04,14,18,35,40.63532,-73.95033
2021,04,13,10,30,40.714073,-73.95087
2021,04,14,6,55,40.702194,-73.93587
2021,04,14,16,58,40.764362,-73.96162
2021,04,12,18,30,40.69496,-73.946236
2021,04,16,12,10,40.79656,-73.97226
2021,04,14,9,00,40.805016,-73.92109
2021,04,14,17,00,40.66406,-73.73846
2021,04,13,13,14,40.7963,-73.93829
2021,04,14,2,25,40.66563,-73.73921
2021,04,15,16,00,40.680477,-73.7921
2021,04,16,11,35,40.737785,-73.93496
2021,04,16,12,26,40.778606,-73.98163
2021,04,16,0,30,40.75868,-73.87552
2021,04,14,17,55,40.856045,-73.90079
2021,04,14,23,36,40.880257,-73.843864
2021,04,15,20,00,40.60677,-73.759575
2021,04,16,6,00,40.695683,-73.741875
2021,04,16,20,00,40.667236,-73.770004
2021,04,14,6,13,40.8351,-73.8825
2021,04,15,14,41,40.633682,-73.89868
2021,04,14,11,54,40.698116,-73.977325
2021,04,16,11,50,40.84747,-73.89134
2021,04,14,14,00,40.8047,-73.91243
2021,04,16,23,55,40.762676,-73.954346
2021,04,16,14,30,40.7158,-73.824486
2021,04,15,23,00,40.75584,-73.99238
2021,09,11,11,30,40.875942,-73.83304
2021,04,15,18,00,40.772102,-73.763954
2021,04,14,20,19,40.681602,-73.95855
2021,04,15,14,36,40.62677,-73.946884
2021,04,14,11,16,40.707493,-73.94153
2021,04,15,10,00,40.8252,-73.867714
2021,04,12,21,30,40.854115,-73.89091
2021,04,16,7,00,40.768875,-73.94898
2021,04,16,15,21,40.629707,-73.90486
2021,04,15,0,40,40.72654,-73.71589
2021,04,15,18,00,40.634415,-74.08535
2021,09,11,16,30,40.889362,-73.83446
2021,04,15,8,40,40.66937,-73.89523
2021,04,16,17,25,40.89466,-73.86137
2021,04,16,6,40,40.669067,-73.9878
2021,04,15,11,00,40.681484,-73.85049
2021,04,14,9,31,40.82433,-73.874374
2021,04,14,12,40,40.856606,-73.92841
2021,04,08,21,52,40.65785,-73.91648
2021,04,14,8,58,40.62764,-73.89022
2021,04,09,1,15,40.58401,-73.98587
2021,04,14,17,30,40.71791,-73.95341
2021,04,15,0,00,40.780437,-73.94989
2021,04,14,8,30,40.73973,-73.70625
2021,04,05,16,21,40.7952,-73.94623
2021,04,14,10,40,40.694794,-73.98246
2021,04,16,8,30,40.614063,-74.01393
2021,07,08,16,45,40.715702,-73.95579
2021,04,16,18,50,40.633152,-73.97762
2021,04,16,15,23,40.612736,-74.01172
2021,04,15,17,55,40.70166,-73.961464
2021,04,14,0,42,40.80641,-73.94227
2021,04,14,12,30,40.762234,-73.98987
2021,04,15,8,30,40.863647,-73.8918
2021,04,15,18,36,40.576626,-73.98478
2021,04,14,13,45,40.60118,-73.99098
2021,04,14,19,46,40.64721,-74.01531
2021,04,15,16,18,40.681145,-73.7923
2021,04,15,12,40,40.57529,-73.97655
2021,04,16,17,45,40.786,-73.84574
2021,04,15,20,00,40.601128,-73.997086
2021,04,15,11,45,40.827923,-73.93483
2021,04,05,16,27,40.805824,-73.954636
2021,04,14,13,30,40.642776,-74.02003
2021,04,14,18,56,40.86674,-73.92873
2021,12,10,12,15,40.571625,-74.11192
