year,month,day,hour,minute,lat,lon
2021,04,18,12,10,40.88699,-73.90146
2021,04,18,19,38,40.6934,-73.75602
2021,04,16,10,53,40.664894,-73.881325
2021,04,18,6,51,40.74656,-73.89413
2021,09,12,20,55,40.737682,-73.85206
2021,04,18,20,15,40.74668,-73.90072
2021,04,18,14,40,40.61897,-73.92668
2021,04,18,11,50,40.609505,-74.181885
2021,04,07,8,59,40.791084,-73.953445
2021,04,18,14,55,40.59487,-73.95056
2021,04,18,22,38,40.864334,-73.89322
2021,04,18,5,00,40.858986,-73.89382
2021,04,18,11,12,40.75591,-73.99448
2021,04,18,21,15,40.75184,-73.94806
2021,04,12,8,35,40.600426,-73.984955
2021,04,17,12,06,40.675457,-73.889465
2021,04,18,18,40,40.696186,-73.751976
2021,09,12,20,08,40.74046,-73.93727
2021,04,18,14,30,40.62341,-74.16354
2021,04,15,20,45,40.668667,-73.868324
2021,04,18,13,15,40.77077,-73.91727
2021,04,06,6,05,40.843204,-73.91196
2021,04,18,2,15,40.878834,-73.87324
2021,04,18,8,16,40.72948,-73.9721
2021,04,15,20,40,40.660072,-73.93974
2021,04,18,9,30,40.720154,-73.87531
2021,04,18,15,30,40.76948,-73.98831
2021,04,15,21,35,40.831333,-73.92167
2021,04,18,1,47,40.880768,-73.84954
2021,04,18,0,08,40.82628,-73.843414
2021,04,18,0,00,40.60275,-73.96392
2021,04,18,17,10,40.67079,-73.903275
2021,04,18,13,50,40.700325,-73.78904
2021,04,16,12,30,40.679615,-73.9737
2021,04,17,3,10,40.66339,-73.95092
2021,04,18,18,49,40.71126,-73.899864
2021,04,18,17,55,40.590195,-73.97435
2021,09,12,6,00,40.640236,-73.90598
2021,04,18,23,35,40.677395,-73.89897
2021,04,18,14,04,40.8252,-73.867714
2021,04,18,14,10,40.618443,-73.969406
2021,04,14,12,40,40.790623,-73.942444
2021,04,18,0,20,40.849167,-73.92393
2021,04,18,19,30,40.68008,-73.971405
2021,04,18,0,48,40.644863,-73.91113
2021,04,18,16,30,40.734577,-74.010025
2021,04,17,22,20,40.64433,-73.919914
2021,04,18,14,00,40.779488,-73.920135
2021,04,18,17,19,40.584454,-73.812965
2021,04,18,18,02,40.65777,-73.93962
2021,04,18,22,00,40.780552,-73.94427
2021,04,18,16,26,40.65768,-73.925415
2021,09,12,6,30,40.69168,-73.999344
2021,04,17,12,20,40.66386,-73.885956
2021,04,18,21,07,40.85154,-73.918335
2021,04,18,2,15,40.766617,-73.8389
2021,04,18,23,37,40.643204,-73.90929
2021,04,18,10,50,40.59188,-73.99111
2021,04,18,14,52,40.68979,-73.90655
2021,04,17,20,58,40.82099,-73.89589
2021,04,18,7,40,40.778603,-73.846115
2021,04,18,18,06,40.577908,-73.94354
2021,04,18,17,45,40.687214,-73.86715
2021,04,17,23,35,40.668118,-73.89292
2021,04,17,16,16,40.67098,-73.884384
2021,04,18,0,57,40.626583,-74.0009
2021,04,18,17,25,40.630283,-73.9771
2021,04,18,0,00,40.763344,-73.75791
2021,04,18,21,30,40.700233,-73.95988
2021,04,18,22,05,40.83349,-73.94158
2021,04,18,23,00,40.63574,-74.02605
2021,04,18,15,50,40.74357,-73.992325
2021,04,18,9,13,40.65717,-73.94921
2021,04,18,8,00,40.712864,-73.94013
2021,04,18,23,00,40.68049,-73.774704
2021,04,18,4,00,40.678715,-73.89281
2021,04,15,9,05,40.76578,-73.96495
2021,04,18,19,15,40.73448,-73.92243
2021,04,18,16,14,40.76273,-73.97835
2021,03,28,23,00,40.65144,-73.89539
2021,04,18,8,55,40.675713,-73.897354
2021,04,18,7,00,40.60266,-74.18408
2021,09,12,18,14,40.84434,-73.90359
2021,04,18,9,30,40.647976,-73.959564
2021,04,18,0,15,40.76874,-73.90881
2021,04,18,16,30,40.578625,-73.966675
2021,04,18,22,21,40.604095,-74.020355
2021,04,18,18,30,40.736046,-73.92673
2021,04,18,15,30,40.687332,-73.927795
2021,04,17,8,50,40.663605,-73.934395
2021,04,16,7,10,40.844883,-73.91028
2021,04,18,16,38,40.76197,-73.92539
2021,04,17,21,55,40.757793,-73.861916
2021,04,18,0,53,40.700726,-73.94194
2021,04,18,12,38,40.652954,-74.00215
2021,04,18,15,08,40.67431,-73.800644
2021,04,18,4,45,40.747135,-73.85978
2021,04,18,13,00,40.659863,-73.97752
2021,04,18,16,24,40.665257,-73.739555
2021,09,12,18,19,40.784157,-73.98487
2021,04,18,0,15,40.658577,-73.89063
2021,04,18,7,24,40.857166,-73.92824
2020,09,06,18,05,40.771038,-73.83413
2021,04,18,8,45,40.71514,-73.94787
2021,04,18,21,20,40.654163,-73.91163
2021,04,11,15,00,40.830738,-73.9105
2021,04,18,0,00,40.7087,-73.74765
2021,04,18,15,40,40.8518,-73.909225
2021,04,18,21,00,40.74094,-74.007484
2021,04,18,3,40,40.77386,-73.90749
2021,04,18,4,15,40.65993,-73.891655
2021,04,18,16,30,40.69238,-73.762436
2021,04,18,10,08,40.83907,-73.94353
2021,04,18,0,30,40.879196,-73.86159
2021,04,18,20,30,40.720623,-73.80433
2021,04,17,3,05,40.64254,-73.87652
2021,04,18,14,00,40.842678,-73.899376
2021,04,18,18,59,40.62677,-74.01501
2021,04,16,0,00,40.68518,-73.873665
2021,04,18,14,45,40.695312,-73.79911
2021,04,18,18,25,40.641895,-73.93324
2021,04,17,21,40,40.661915,-73.944916
2021,04,18,22,44,40.68405,-73.97746
2021,04,18,0,33,40.696033,-73.98453
2021,04,18,22,34,40.676174,-73.91931
2021,04,15,17,35,40.76981,-73.86773
2021,04,18,14,30,40.64315,-73.97548
2021,04,18,16,10,40.698963,-73.91864
2021,04,18,16,05,40.747276,-73.989624
2021,09,05,14,50,40.78316,-73.98048
2021,09,12,11,28,40.88377,-73.89828
2021,09,12,3,40,40.65355,-73.86232
2021,08,27,9,15,40.80574,-73.942764
2021,09,12,9,25,40.856403,-73.89213
2021,09,12,16,45,40.777596,-73.779724
2021,09,12,0,40,40.801918,-73.94344
2021,09,12,22,20,40.56935,-74.11089
2021,09,12,15,50,40.708645,-73.789406
2021,09,01,13,47,40.609364,-74.12128
2021,09,12,3,58,0.0,0.0
2021,09,06,18,25,40.642242,-74.0752
2021,09,12,14,50,40.586002,-73.97221
2021,09,12,10,25,0.0,0.0
2021,09,12,10,34,40.805088,-73.91561
2021,09,12,5,20,40.790718,-73.84991
2021,09,12,22,25,40.70219,-73.928345
2021,08,30,20,49,40.724136,-73.992615
2021,09,12,13,19,40.758602,-73.91379
2021,09,12,14,00,40.641304,-73.94276
2021,09,12,14,11,40.75982,-73.91456
2021,08,31,5,25,40.603493,-74.067345
2021,09,12,1,39,40.711876,-73.73029
2021,09,10,17,09,40.71548,-73.94285
2021,09,12,0,00,40.670856,-73.8852
2021,09,12,22,05,40.736496,-73.909225
2021,09,08,1,30,40.77077,-73.980675
2021,09,10,20,45,40.749825,-73.818275
2021,09,12,3,20,40.703434,-73.96035
2021,08,11,4,56,40.859444,-73.915985
2021,09,12,10,15,40.765358,-73.80237
2021,09,12,7,55,40.856403,-73.89213
2021,09,11,4,00,40.735226,-73.958466
2021,09,12,9,50,40.666306,-73.79171
2021,09,12,16,32,40.626183,-73.994156
2021,09,12,17,00,40.882393,-73.83623
2021,09,12,2,52,40.825138,-73.9514
2021,09,12,23,40,40.637756,-74.00721
2021,09,12,9,13,40.84023,-73.880104
2021,09,12,0,34,40.7605,-73.95699
2021,09,12,3,41,40.728146,-73.9003
2021,09,12,16,05,40.62707,-74.01865
2021,09,12,14,30,40.5778,-73.96057
2021,09,11,21,49,40.638523,-73.97319
2021,09,12,1,54,40.750988,-73.99063
2021,09,12,18,21,40.630512,-73.957306
2021,09,12,1,41,40.8037,-73.93582
2021,09,12,7,44,40.61185,-73.95981
2021,09,12,18,00,40.7549,-73.74548
2021,09,09,21,00,40.757385,-73.98226
2021,09,10,10,46,40.617004,-73.96912
2021,09,12,17,13,40.66925,-73.91371
2021,09,12,17,00,40.744194,-73.97133
2021,09,11,3,05,40.68651,-73.954544
2021,08,28,14,20,40.699024,-73.91623
2021,09,12,0,53,40.627857,-73.90075
2021,09,12,2,12,40.734272,-73.8626
2021,09,12,22,00,40.722088,-73.75798
2021,09,12,12,20,40.655277,-73.95239
2021,09,12,15,50,40.819374,-73.95933
2021,09,12,1,44,40.809044,-73.92856
2021,09,12,4,40,40.684887,-74.00111
2021,09,10,12,00,40.661087,-73.92296
2021,09,12,17,24,40.73226,-73.83522
2021,08,25,2,54,40.69663,-73.91857
2021,09,12,14,28,40.67189,-73.895874
2021,09,12,14,00,40.717274,-73.825325
2021,09,12,12,42,40.681767,-73.96754
2021,09,12,15,27,40.84519,-73.9112
2021,09,12,23,30,40.709835,-74.014885
2021,09,12,0,30,40.633278,-73.94943
2021,09,12,19,21,40.83228,-73.90963
2021,09,12,10,25,40.683723,-73.96797
2021,09,12,14,29,40.763287,-73.92544
2021,09,12,20,58,40.593002,-73.98874
2021,09,11,12,50,40.836296,-73.87369
2021,07,25,11,25,40.67079,-73.903275
2021,09,12,0,35,40.662773,-73.74116
2021,09,11,2,30,40.71727,-73.96286
2021,09,12,5,45,40.8827,-73.892845
2021,09,12,3,40,40.72312,-73.90607
2021,09,12,3,20,40.800507,-73.938156
2021,09,12,7,47,40.62622,-74.02336
2021,09,12,7,25,40.89024,-73.860306
2021,09,10,17,07,40.720524,-73.96206
2021,09,12,14,25,40.74622,-73.87755
2021,09,12,13,02,40.781933,-73.94428
2021,09,11,18,18,40.684204,-73.96806
2021,09,12,10,00,40.757164,-73.82212
2021,09,12,13,00,40.764652,-73.97798
2021,09,12,2,03,40.71474,-73.88698
2021,09,12,1,14,40.62051,-73.99248
2021,09,12,21,45,40.892433,-73.84584
2021,09,12,8,35,40.686447,-73.85485
2021,09,12,17,00,40.589043,-73.98381
2021,09,12,1,50,40.657383,-73.911514
2021,09,12,6,25,40.745792,-73.876564
2021,08,27,16,30,40.651352,-73.89275
2021,09,10,19,15,40.702747,-73.86242
2021,09,12,1,00,40.84353,-73.89401
2021,09,09,16,55,40.694576,-73.95615
2021,09,12,2,00,40.704582,-73.78486
2021,09,09,10,40,40.701187,-73.74148
2021,09,12,9,17,40.78452,-73.84397
2021,09,12,2,20,40.67956,-73.8989
2021,09,12,0,40,40.61894,-74.02201
2021,09,12,15,00,40.64664,-73.9246
2021,09,12,11,29,40.6411,-73.90463
2021,09,12,18,17,40.76161,-73.97076
2021,09,12,13,30,40.74662,-73.89359
2021,09,12,12,20,40.70444,-73.89374
2021,09,12,14,00,40.733433,-73.86418
2021,09,12,15,30,40.72535,-73.99905
2021,09,12,21,53,40.591557,-73.97041
2021,09,12,18,40,40.876354,-73.8632
2021,09,12,13,00,40.61655,-73.9165
2021,09,12,20,16,40.63011,-74.01001
2021,09,06,23,53,40.777905,-73.98209
2021,09,12,11,00,40.65545,-73.863335
2021,09,12,4,45,40.757668,-73.95915
2021,09,12,17,00,40.877674,-73.87488
2021,09,12,3,33,40.6802,-73.953285
2021,08,30,9,35,40.716175,-73.949715
2021,09,12,16,00,40.626175,-73.94064
2021,09,12,22,08,40.621162,-73.939995
2021,09,12,18,43,40.738365,-73.71261
2021,09,12,9,00,40.647625,-73.97727
2021,09,07,16,00,40.86804,-73.879105
2021,09,12,9,23,40.624313,-73.977745
2021,09,12,18,40,40.85809,-73.901924
2021,09,12,18,10,40.661427,-73.90575
2021,09,12,14,54,40.699863,-73.9559
2021,09,12,22,47,40.83354,-73.89631
2021,08,21,2,49,40.698265,-73.93399
2021,09,12,0,00,40.814632,-73.9442
2021,09,12,4,25,40.6928,-73.895065
2021,08,31,15,15,40.6952,-73.92844
2021,09,12,0,32,40.646255,-73.908905
2021,09,10,20,00,40.72731,-73.95719
2021,09,08,10,45,40.603645,-74.077324
2021,09,12,0,00,40.668484,-73.86936
2021,09,12,8,25,40.864452,-73.83482
2021,09,12,23,34,40.829407,-73.88546
2021,09,11,14,06,40.64664,-73.9246
2021,09,12,4,25,40.75585,-73.88259
2021,09,12,19,24,40.591927,-73.95768
2021,09,12,17,30,40.880688,-73.885704
2021,09,12,19,51,40.728283,-73.82941
2021,09,12,7,20,40.89204,-73.85814
2021,09,10,17,15,40.700497,-73.90021
2021,08,30,18,30,40.666393,-73.75177
2021,09,12,1,45,40.84506,-73.916855
2021,08,30,17,30,40.817364,-73.895134
2021,09,12,4,00,40.64601,-73.95408
2021,09,12,8,20,40.656296,-73.94945
2021,09,12,3,12,40.688244,-73.82399
2021,09,12,13,25,40.706043,-73.82943
2021,09,12,0,22,40.656292,-73.94949
2021,09,12,10,37,40.61958,-73.96801
2021,09,12,5,44,40.61019,-74.03534
2021,09,12,14,30,40.629353,-73.884766
2021,09,12,4,45,40.830906,-73.8736
2021,09,12,13,20,40.6646,-73.89502
2021,09,12,15,53,40.66495,-73.993355
2021,09,12,19,15,40.81693,-73.921036
2021,09,12,16,25,40.76423,-73.74242
2021,09,08,5,20,40.86667,-73.90924
2021,09,12,21,37,40.76788,-73.9815
2021,09,12,16,13,40.592403,-73.9954
2021,09,12,17,30,40.639793,-73.929115
2021,09,12,21,28,40.85868,-73.89922
2021,09,12,21,31,40.809364,-73.906555
2021,09,12,20,34,40.79166,-73.96469
2021,09,12,6,07,40.61659,-74.068
2021,09,12,3,50,40.762657,-73.87326
2021,08,24,22,50,40.73518,-73.83629
2021,09,12,15,30,40.62307,-74.149315
2021,09,12,13,13,40.71769,-73.73737
2021,09,12,18,45,40.814186,-73.95087
2021,09,12,15,38,40.81632,-73.903015
2021,09,12,3,05,40.67066,-73.904205
2021,09,12,8,50,40.683838,-73.8715
2021,09,12,4,00,40.855553,-73.88757
2021,09,12,15,15,40.876476,-73.904495
2021,09,04,4,10,40.719337,-73.985916
2021,09,12,12,27,40.73329,-73.98719
2021,09,11,21,45,40.719128,-74.00517
2021,09,12,6,00,40.655758,-73.873505
2021,09,12,15,00,40.70739,-73.96523
2021,09,11,16,15,40.66955,-73.94497
2021,09,12,12,43,40.834515,-73.91771
2021,09,12,0,40,40.684383,-73.823265
2021,09,12,15,00,40.72123,-74.00655
2021,09,12,17,13,40.813095,-73.89827
2021,09,12,12,08,40.675446,-73.81354
2021,09,12,11,00,40.739964,-73.89424
2021,09,12,5,50,40.6568,-73.928
2021,09,12,0,00,40.66985,-73.74325
2021,09,12,0,16,40.587147,-74.15391
2021,09,12,3,45,40.688946,-73.947014
2021,09,12,21,43,40.756985,-73.86738
2021,09,12,12,25,40.708046,-73.94366
2021,09,12,10,30,40.61751,-74.07305
2021,09,07,19,03,40.865406,-73.86838
2021,09,12,3,41,40.66871,-73.91731
2021,09,12,22,30,40.748913,-73.9374
2021,09,12,19,07,40.588886,-73.965645
2021,09,12,15,21,40.810276,-73.94738
2021,09,11,18,50,40.718155,-73.94839
2021,09,12,4,00,40.666397,-73.886826
2021,09,12,1,00,40.70835,-73.81325
2021,09,12,4,33,40.830906,-73.8736
2021,09,09,0,05,40.685463,-73.9506
2021,09,12,10,35,40.769436,-73.91711
2021,09,12,5,25,40.66664,-73.93133
2021,09,12,21,20,40.611095,-74.11467
2021,09,12,21,45,40.682446,-73.911674
2021,09,12,15,00,40.640373,-73.89702
2021,09,12,16,00,40.783226,-73.84313
2021,09,06,0,35,40.739166,-73.97997
2021,09,12,1,15,40.666775,-73.97836
2021,09,12,7,45,40.640553,-74.0043
2021,09,01,16,26,40.59631,-73.93732
2021,09,12,14,41,40.74197,-73.84116
2021,09,12,9,10,40.67398,-73.899315
2021,09,12,16,50,40.711296,-73.9613
2021,09,05,10,06,40.618214,-73.95815
2021,09,12,19,11,40.849712,-73.94301
2021,12,08,15,00,40.76224,-73.80657
2021,04,19,17,30,40.655853,-73.910126
2021,04,13,10,00,40.737804,-73.98276
2021,04,12,19,30,40.67642,-73.94154
2021,04,08,19,55,40.830307,-73.89873
2021,04,19,13,20,40.741234,-73.7068
2021,04,19,15,30,40.822304,-73.91485
2021,04,19,21,59,40.729607,-73.82489
2021,04,19,16,30,40.703762,-73.94262
2021,04,16,7,30,40.806778,-73.943115
2021,04,14,7,55,40.819283,-73.937096
2021,04,19,0,04,40.77456,-73.76602
2021,04,19,3,25,40.768887,-73.90691
2021,04,19,10,45,40.637806,-74.128876
2021,04,19,8,45,40.644405,-73.964096
2021,04,19,22,40,40.82124,-73.90992
2021,04,19,11,15,40.743332,-73.99991
2021,04,17,16,22,40.724236,-73.997795
2021,04,19,2,15,40.67306,-73.82593
2021,04,19,15,39,40.64333,-73.95973
2021,04,19,19,08,40.777153,-73.92087
2021,04,19,9,00,40.853172,-73.88964
2021,04,19,9,30,40.824158,-73.87462
2021,04,19,6,40,40.758633,-73.96579
2021,04,19,8,00,40.739494,-73.97663
2021,04,19,17,48,40.823658,-73.91206
2021,04,19,11,21,40.679707,-73.87979
2021,04,19,0,00,40.817898,-73.938095
2021,04,19,9,40,40.84134,-73.83169
2021,04,19,11,10,40.74074,-73.90779
2021,04,19,10,18,40.76311,-73.962524
2021,04,16,19,20,40.693844,-73.89692
2021,04,18,18,48,40.717335,-73.88741
2021,04,18,20,30,40.64465,-74.085075
2021,04,19,13,30,40.80578,-73.877304
2021,04,19,1,55,40.858444,-73.89851
2021,04,19,9,30,40.60069,-74.010056
2021,04,19,10,22,40.85573,-73.910416
2021,04,19,6,00,40.64453,-73.94599
2021,04,19,10,00,40.77972,-73.94434
2021,04,19,6,55,40.5743,-73.98867
2021,04,19,16,10,40.74459,-73.884674
2021,04,19,11,30,40.63897,-73.99447
2021,04,19,1,30,40.672333,-73.901764
2021,04,19,15,14,40.67447,-73.90583
2021,04,19,9,22,40.74768,-73.97498
2021,04,19,9,40,40.75826,-73.76829
2021,04,19,18,19,40.65477,-74.00708
2021,04,18,19,00,40.88974,-73.84591
2021,04,19,10,04,40.72098,-73.98696
2021,04,19,10,41,40.687702,-73.97572
2021,04,18,19,38,40.677624,-73.93308
2021,04,11,18,09,40.787838,-73.97752
2021,04,19,12,30,40.735435,-73.97956
2021,04,14,14,52,40.63443,-74.01606
2021,04,19,17,32,40.69666,-73.93109
2021,04,17,21,57,40.714058,-73.95183
2021,04,19,10,00,40.8307,-73.88519
2021,04,19,10,32,40.726856,-73.9409
2021,04,19,19,42,40.673878,-73.88596
2021,04,19,13,00,40.75979,-73.98793
2021,04,19,21,56,40.605473,-74.064644
2021,04,19,9,40,40.642887,-73.95454
2021,04,07,15,00,40.77391,-73.91343
2021,04,19,21,10,0.0,0.0
2021,04,11,14,00,40.76515,-73.985115
2021,04,19,18,37,40.771954,-73.958984
2021,04,19,17,10,40.753006,-73.8326
2021,04,19,14,00,40.690334,-73.81217
2021,04,18,0,00,40.674603,-73.98178
2021,04,19,1,51,40.84506,-73.916855
2021,04,17,21,56,40.681843,-73.783585
2021,04,19,22,30,40.804695,-73.92239
2021,04,19,7,30,40.76542,-73.98383
2021,04,19,23,06,40.772327,-73.94531
2021,04,05,14,35,40.778576,-73.901726
2021,04,19,0,16,40.745235,-73.937706
2021,04,17,15,20,40.647427,-73.979126
2021,04,19,17,10,40.654434,-73.86084
2021,04,19,12,17,40.67887,-73.92165
2021,04,16,19,22,40.738247,-73.98066
2021,04,19,18,52,40.78461,-73.96984
2021,04,16,18,00,40.815975,-73.94322
2021,04,19,0,17,40.890972,-73.849686
2021,04,19,6,00,40.71911,-73.76679
2021,04,19,9,40,40.636326,-73.958405
2021,04,06,20,00,40.891735,-73.84895
2021,04,19,2,15,40.75372,-73.83283
2021,04,19,19,10,40.843822,-73.916565
2021,04,14,19,50,40.760536,-73.95836
2021,04,16,23,28,40.707275,-73.896484
2021,04,19,11,00,40.666573,-73.811775
2021,04,19,12,20,40.623966,-73.9905
2021,04,19,19,50,40.67691,-73.87945
2021,04,15,6,40,40.730846,-73.89146
2021,04,19,15,54,40.692383,-73.73145
2021,04,19,20,30,40.68293,-73.910515
2021,04,19,0,53,40.799984,-73.944855
2021,04,19,8,55,40.81766,-73.93076
2021,04,19,22,40,40.675735,-73.89686
2021,04,19,13,30,40.67997,-73.77624
2021,04,17,12,30,40.668373,-73.92264
2021,04,17,12,50,40.654896,-73.9185
2021,04,19,0,49,40.78614,-73.93929
2021,04,19,16,30,40.70118,-73.98778
2021,04,19,18,57,40.75855,-73.82964
2021,04,12,16,54,40.784943,-73.946594
2021,04,15,10,42,40.592846,-73.79616
2021,04,19,8,12,40.757065,-74.00106
2021,04,15,12,53,40.849712,-73.83038
2021,04,12,16,20,40.722973,-73.83933
2021,04,19,13,07,40.667637,-73.8996
2021,04,19,2,10,40.75398,-73.99373
2021,04,19,8,33,40.66659,-73.9032
2021,04,19,8,00,40.650597,-73.97209
2021,04,19,22,15,40.576504,-74.1037
2021,04,19,17,27,40.824806,-73.91352
2021,04,19,10,45,40.70166,-73.961464
2021,04,16,18,00,40.764267,-73.722946
2021,04,16,16,30,40.777958,-73.90847
2021,04,19,13,45,40.733536,-73.87035
2021,04,19,20,25,40.83468,-73.944435
2021,03,26,16,20,40.737797,-73.8507
2021,04,19,17,55,40.742485,-73.912834
2021,04,19,15,10,40.753693,-73.89831
2021,04,19,23,17,40.843163,-73.82812
2021,04,19,22,00,40.651676,-74.010635
2021,04,19,15,30,40.842197,-73.87215
2021,04,19,8,06,40.82989,-73.873276
2021,04,19,17,44,40.776287,-73.908516
2021,04,19,16,06,40.805367,-73.9219
2021,04,19,13,50,40.739395,-73.87792
2021,04,19,8,25,40.827206,-73.94246
2021,04,19,20,20,40.876163,-73.881516
2021,04,14,16,00,40.78228,-73.914604
2021,04,19,1,15,40.798576,-73.97316
2021,04,16,19,45,40.791046,-73.95138
2021,04,18,22,30,40.77178,-73.9792
2021,04,19,19,00,40.692345,-73.88179
2021,04,19,23,40,40.675735,-73.89686
2021,04,19,10,00,40.744576,-73.82581
2021,04,19,14,30,40.69963,-73.93276
2021,04,19,14,15,40.66484,-73.82229
2021,04,19,14,30,40.703953,-73.89052
2021,04,19,15,50,40.600426,-73.941895
2021,04,19,21,15,40.66349,-73.87921
2021,04,17,14,40,40.845985,-73.884476
2021,04,19,15,30,40.692055,-73.982544
2021,04,19,14,29,40.8753,-73.86813
2021,04,19,14,10,40.718544,-73.91784
2021,04,19,9,00,40.60589,-73.98972
2021,04,19,17,00,40.65686,-73.8393
2021,04,19,9,50,40.887486,-73.86211
2021,04,19,14,00,40.762302,-73.87122
2021,04,19,10,35,40.865562,-73.88965
2021,04,19,8,00,40.692356,-73.94282
2021,04,15,16,00,40.69447,-73.78147
2021,04,19,14,30,40.850166,-73.93576
2021,04,19,8,44,40.689804,-73.97794
2021,04,19,13,29,40.780693,-73.9466
2021,04,10,2,00,40.844593,-73.88167
2021,04,19,18,00,40.599907,-73.94664
2021,04,16,21,28,40.514412,-74.20625
2021,04,19,18,08,40.75024,-73.94208
2021,04,19,7,17,40.702793,-73.83214
2021,04,19,13,00,40.66495,-73.993355
2021,04,14,11,10,40.68662,-73.934166
2021,04,19,13,00,40.824997,-73.89296
2021,04,19,16,05,40.61499,-73.994354
2021,04,14,10,45,40.676765,-73.999695
2021,04,19,14,10,40.827343,-73.94279
2021,04,19,17,11,40.77761,-73.74365
2021,04,19,10,40,40.660217,-73.89675
2021,04,19,15,40,40.671898,-73.92231
2021,04,19,0,00,40.712063,-74.01016
2021,04,19,15,55,40.83611,-73.92238
2021,04,19,7,30,40.893665,-73.86063
2021,04,19,19,25,40.696983,-73.935234
2021,04,14,19,56,40.668648,-73.92835
2021,04,19,20,30,40.756287,-73.860725
2021,04,19,2,30,40.67546,-73.73385
2021,04,17,18,14,40.766815,-73.9386
2021,04,17,4,25,40.61242,-74.09936
2021,04,19,15,15,40.56843,-74.14132
2021,04,19,20,25,40.749607,-73.89687
2021,04,05,17,49,40.702785,-73.85705
2021,04,19,0,00,40.657894,-73.92082
2021,04,19,22,10,40.621838,-73.985374
2021,04,19,10,09,40.709118,-73.79784
2021,04,19,23,12,40.81738,-73.9257
2021,04,19,19,24,40.63226,-73.90088
2021,04,19,18,20,40.614666,-74.0133
2021,04,19,0,00,40.697575,-73.984055
2021,04,17,10,45,40.80739,-73.9467
2021,04,19,11,00,40.65333,-73.89001
2021,04,19,10,32,40.78775,-73.947464
2021,04,19,9,44,40.709053,-73.96711
2021,04,17,21,52,40.788578,-73.939705
2021,04,19,8,05,40.816433,-73.919106
2021,04,19,22,40,40.676094,-73.904366
2021,04,19,17,00,40.8385,-73.90509
2021,04,14,18,14,40.73715,-73.98859
2021,04,19,15,20,40.8047,-73.91243
2021,04,13,6,45,40.681656,-73.76238
2021,04,19,1,51,40.84487,-73.92068
2021,04,12,15,00,40.787506,-73.9383
2021,04,19,11,06,40.674225,-73.79986
2021,04,19,20,50,40.6865,-73.98787
2021,04,19,16,23,40.83483,-73.85946
2021,04,19,10,30,40.610912,-74.16142
2021,04,19,14,57,40.679485,-73.897026
2021,04,15,18,00,40.773365,-73.9068
2021,04,19,15,46,40.624947,-73.97712
2021,04,19,17,00,40.575336,-73.996445
2021,04,19,9,55,40.679737,-73.76162
2021,04,19,0,01,40.689102,-73.94507
2021,04,19,13,49,40.81843,-73.887535
2021,04,19,5,57,40.72773,-73.90674
2021,04,19,9,00,40.743275,-73.77572
2021,04,19,10,53,40.723835,-73.90634
2021,04,19,9,30,40.5643,-74.103485
2021,04,19,8,00,40.845226,-73.88079
2021,04,19,16,48,40.669,-73.8048
2021,04,19,1,35,40.655834,-73.98123
2021,04,18,14,30,40.736145,-73.92651
2021,04,12,15,32,40.700855,-73.86837
2021,04,14,18,15,40.772865,-73.98955
2021,04,19,13,49,40.59287,-73.99607
2021,04,19,17,34,40.676117,-73.74046
2021,04,19,2,16,40.710777,-73.86502
2021,04,19,15,50,40.8464,-73.84341
2021,04,19,16,51,40.8733,-73.853645
2021,04,17,0,39,40.79486,-73.94649
2021,04,19,8,40,40.58096,-73.96466
2021,04,19,23,14,40.739582,-73.87372
2021,04,19,3,49,40.762802,-73.965675
2021,04,19,0,00,40.81637,-73.9403
2021,04,19,23,30,40.71976,-73.94476
2021,04,19,0,25,40.678677,-73.8928
2021,04,19,8,40,40.828236,-73.88602
2021,04,19,19,30,40.865448,-73.86635
2021,04,17,15,00,40.696983,-73.935234
2021,04,19,7,45,40.80684,-73.9275
2021,04,19,13,30,40.73687,-73.928505
2021,04,17,1,00,40.809605,-73.94981
2021,04,16,13,55,40.840637,-73.86624
2021,04,19,21,05,40.697193,-73.72752
2021,04,19,7,50,40.730457,-73.99366
2021,04,19,20,12,40.65295,-73.84703
2021,04,17,19,31,40.618332,-74.093956
2021,04,19,0,00,40.704845,-73.892136
2021,04,19,10,00,40.638733,-73.98468
2021,04,15,17,19,40.637054,-73.98643
2021,04,19,14,00,40.653324,-73.8867
2021,04,19,18,56,40.6557,-73.911095
2021,04,19,0,00,40.65477,-74.00708
2021,04,19,18,30,40.72766,-74.00316
2021,04,19,0,00,40.823112,-73.8679
2021,04,19,7,30,40.706722,-74.00679
2021,04,19,0,00,40.71307,-73.75362
2021,04,19,19,00,40.729748,-73.74162
2021,04,16,11,50,40.784355,-73.98117
2021,04,19,14,40,40.6306,-73.97031
2021,04,19,15,10,40.741673,-73.895744
2021,04,16,13,25,40.61965,-74.09969
2021,04,17,17,20,40.769184,-73.89639
2021,04,19,18,35,40.685158,-73.9273
2021,04,19,18,10,40.87029,-73.84318
2021,04,19,18,30,40.78058,-73.81431
2021,04,19,15,16,40.79166,-73.96469
2021,04,10,19,20,40.709057,-73.86324
2021,04,19,9,10,40.599754,-73.750084
2021,04,19,14,50,40.725365,-73.89454
2021,04,19,18,35,40.688904,-73.980934
2021,04,19,6,00,40.825504,-73.886086
2021,04,19,21,25,40.7415,-73.97781
2021,04,04,1,30,40.791405,-73.93569
2021,04,19,8,00,40.593647,-73.78346
2021,04,19,12,00,40.81847,-73.9414
