year,month,day,hour,minute,lat,lon,node_1,node_2
2020,8,7,20,50,40.707893,-73.78675,42822629,5528886374
2020,7,24,13,2,40.58053,-74.097435,42980046,43012704
2020,8,4,15,0,40.831764,-73.82289,42719751,42769360
2020,8,3,16,11,40.622494,-73.94606,42481769,42481771
2020,7,14,17,30,40.588886,-73.965645,42508885,2282434921
2020,7,10,9,2,40.830635,-73.85251,596505104,596505109
2020,8,1,22,58,40.63701,-73.91495,42472055,42472057
2020,7,6,15,0,40.66946,-73.94342,42467466,42474825
2020,7,25,21,50,40.62862,-74.124695,42947930,42979182
2020,8,1,1,30,40.655884,-73.92887,42494712,42467337
2020,8,5,0,0,40.659668,-73.94633,42496549,42497520
2020,7,4,22,30,40.8254,-73.865074,60653656,60653787
2020,8,12,7,0,40.812103,-73.94976,42432933,42435814
2020,6,30,17,45,40.67757,-73.88604,598622185,598622261
2020,7,21,3,40,40.66276,-73.89357,42495647,42495652
2020,7,13,15,37,40.659718,-73.94534,42496549,42497520
2020,7,20,10,30,40.615185,-73.98367,42521686,42524857
2020,7,6,15,18,40.68024,-73.946754,42464977,42464979
2020,7,5,13,10,40.742645,-73.89541,42846784,42885393
2020,7,8,14,53,40.662033,-73.921135,42494644,42512579
2020,7,31,15,30,40.580944,-73.983444,42504989,42516636
2020,7,20,18,9,40.659855,-73.75499,42835314,42835319
2020,8,16,22,15,40.648796,-73.937805,42476255,42476259
2020,8,21,23,40,40.770256,-73.91586,106138663,42905185
2020,7,16,16,25,40.81719,-73.93447,42438271,42424235
2020,7,31,16,0,40.675644,-73.94161,42467443,42533000
2020,8,15,11,30,40.67308,-73.91124,42474915,42516695
2020,8,6,18,31,40.664154,-73.98113,42487591,42529874
2020,7,12,17,30,40.659126,-73.75745,42856908,460007431
2020,7,13,2,4,40.714417,-73.9011,42807081,42807083
2020,8,4,23,56,40.79149,-73.93577,371209940,371239958
2020,8,3,17,13,40.577118,-74.001114,42468770,42468768
2020,8,18,8,30,40.666836,-73.7664,455575544,42875398
2020,8,21,9,30,40.581547,-73.84321,42883584,42828970
2020,8,13,18,5,40.831387,-73.87793,42748355,42748364
2020,7,11,10,0,40.807945,-73.94592,2141026503,3099326120
2020,8,19,20,20,40.712425,-73.756294,42854522,42865756
2020,8,6,7,30,40.63912,-73.8815,42468439,1257569848
2020,8,4,19,0,40.67038,-73.91187,42500866,42500863
2020,8,5,22,30,40.76301,-73.87532,42846331,1064257394
2020,7,16,2,30,40.746185,-73.95296,2408209083,42826868
2020,8,16,12,30,40.68297,-73.82824,42788169,42912035
2020,8,15,0,0,40.71528,-73.802864,42842012,42870028
2020,7,25,2,7,40.707153,-73.8189,280638530,3915754594
2020,8,8,2,0,40.690643,-73.72834,42890111,42889696
2020,8,1,18,35,40.699436,-73.91229,42511980,42517107
2020,7,1,2,40,40.76435,-73.98132,42440020,42428321
2020,8,3,10,10,40.864826,-73.90069,42745983,42730976
2020,8,17,0,27,40.68789,-73.90724,42486817,42499854
2020,8,10,15,30,40.688683,-73.797554,42912471,42917795
2020,8,20,19,0,40.74989,-73.77436,469853570,1929498017
2020,8,2,17,10,40.63653,-74.009735,2620907647,2620907648
2020,8,7,7,15,40.665974,-73.74061,42925332,42853941
2020,8,18,14,45,40.820755,-73.82042,42757073,42757077
2020,8,1,22,0,40.75887,-73.82064,42865221,42865386
2020,8,15,19,30,40.68372,-73.78468,42831846,42917985
2020,8,16,15,58,40.786495,-73.79463,42886970,274281932
2020,8,5,17,10,40.700775,-73.91334,42512124,42511964
2020,7,12,9,59,40.679596,-73.75107,3530981364,3530981362
2020,7,14,14,30,40.80627,-73.888176,42743632,42743634
2020,8,6,0,0,40.75388,-73.96616,42442952,42455934
2020,8,18,20,45,40.69145,-73.79793,42855422,42901068
2020,7,17,18,55,40.698215,-73.797485,42826523,42826535
2020,6,30,15,12,40.853344,-73.881676,42741018,42767057
2020,7,31,6,55,40.715015,-73.741646,42865698,42883225
2020,7,30,6,30,40.804012,-73.93097,42426172,42426799
2020,7,30,16,15,40.695637,-73.80372,42891065,42847234
2020,8,11,7,50,40.787064,-73.94194,42430485,42430488
2020,8,19,0,37,40.81857,-73.94134,42439899,42433781
2020,7,19,0,0,40.75203,-73.92915,42876795,42908517
2020,7,4,0,0,40.678986,-73.95001,42468386,42468387
2020,7,25,0,0,40.60487,-74.02955,448096482,455369882
2020,7,13,20,30,40.70549,-73.7279,42899122,42928264
2020,7,17,8,30,40.73031,-73.810905,42881756,3326202700
2020,8,17,16,3,40.852306,-73.89811,42753779,42753929
2020,7,15,18,40,40.663227,-73.93159,42468552,42468550
2020,7,17,18,0,40.809284,-73.92927,529054843,42725324
2020,8,12,16,47,40.823505,-73.94144,42440056,42435869
2020,8,4,12,0,40.679943,-73.98956,42466508,42466506
2020,7,22,22,30,40.663685,-73.803085,277782181,1934649861
2020,8,20,21,20,40.71155,-73.79072,42887958,42890827
2020,7,14,10,50,40.72136,-73.837036,42788242,42885184
2020,8,5,0,40,40.845837,-73.8255,42724976,42753176
2020,8,9,11,50,40.71711,-73.7908,42815175,42828408
2020,7,30,15,40,40.61688,-73.970245,42530928,2282435292
2020,7,28,0,0,40.62345,-74.08279,42955020,42955023
2020,7,18,17,39,40.68884,-73.8219,42855539,42918837
2020,7,9,19,20,40.609947,-74.09219,4572268677,448043514
2020,8,10,1,5,40.76002,-73.85927,42792794,274420493
2020,8,2,11,30,40.678314,-73.84312,42886380,42886847
2020,7,22,12,53,40.651653,-73.91738,42468618,42526416
2020,7,28,9,50,40.752056,-73.85427,42788020,42870451
2020,7,12,14,30,40.660656,-73.885796,1942054897,1942054898
2020,8,6,22,0,40.74608,-73.974945,42449932,42423020
2020,8,8,23,3,40.65659,-73.98403,42476077,42528786
2020,8,9,2,46,40.855072,-73.872055,42729424,42720413
2020,8,14,12,12,40.826275,-73.85971,42753509,42728689
2020,7,16,0,0,40.766716,-73.928566,42826053,42856513
2020,8,20,13,0,40.76552,-73.98004,42428329,42440022
2020,7,11,4,55,40.86221,-73.89965,42735731,42735798
2020,7,29,15,0,40.849373,-73.89576,42740258,42730002
2020,8,16,9,53,40.728603,-74.005325,42448563,42436371
2020,7,25,3,35,40.761623,-73.86194,42863657,42856800
2020,7,13,17,45,40.65671,-73.95648,42520333,42491686
2020,7,30,22,40,40.654102,-73.9258,42510442,42510447
2020,7,14,5,41,40.740913,-73.95226,588178801,2799547042
2020,7,25,1,25,40.821712,-73.90646,42748204,42774198
2020,8,8,11,10,40.663906,-73.95098,42481659,42481968
2020,8,2,0,30,40.75587,-73.863396,42864007,42824032
2020,7,28,16,30,40.68419,-73.8703,42464809,42464810
2020,8,2,18,0,40.669785,-73.9858,42465294,42521136
2020,7,25,10,30,40.76025,-73.860374,274420783,42898067
2020,7,21,8,0,40.895954,-73.87379,42741732,42741735
2020,8,11,20,45,40.865467,-73.86541,42744523,42744526
2020,8,12,10,30,40.71286,-73.93688,42464409,42490339
2020,8,7,18,45,40.76155,-73.96659,42449971,4288677093
2020,8,5,2,30,40.847557,-73.91623,42770695,42770697
2020,8,12,22,25,40.754745,-73.9879,42439968,42439964
2020,8,20,16,20,40.84497,-73.9092,596668832,573401827
2020,7,26,19,0,40.756336,-73.87794,5357878461,5357878462
2020,7,3,5,10,40.82256,-73.88755,596366347,42753446
2020,7,4,12,22,40.65775,-73.917725,42467259,42476276
2020,7,23,4,35,40.666435,-73.83478,455883751,455883942
2020,8,3,3,45,40.623837,-74.13208,42977323,42977325
2020,7,2,10,10,40.83923,-73.94555,42441701,42441704
2020,7,3,13,50,40.6321,-74.164444,42981266,42986490
2020,7,24,10,30,40.8139,-73.92336,42733951,42733954
2020,8,8,7,30,40.702774,-73.912476,3325564446,3325564447
2020,8,14,23,21,40.637997,-74.02136,42521223,1372888839
2020,7,9,8,50,40.740448,-73.722115,42812746,42819049
2020,7,14,16,0,40.713875,-73.97703,42450820,42423296
2020,7,1,22,54,40.839348,-73.84362,42742935,42742937
2020,7,18,11,30,40.716812,-73.99777,42432246,42432244
2020,8,14,16,34,40.716824,-73.74189,5137382088,5137382080
2020,7,11,18,50,40.629986,-73.97157,42508768,42508772
2020,6,29,15,0,40.80583,-73.948845,3099327957,2141026510
2020,8,1,0,0,40.635674,-73.91305,42472058,42500825
2020,7,3,0,0,40.754612,-73.9442,42895302,42895303
2020,7,6,0,0,40.6554,-73.7515,42810679,42810682
2020,8,6,8,12,40.636448,-73.94513,42464433,42493528
2020,7,25,6,45,40.84364,-73.86806,42739857,42739854
2020,7,24,12,20,40.825638,-73.921745,42767711,42767715
2020,7,10,22,30,40.76217,-73.7568,42803679,42789960
2020,7,20,12,20,40.681114,-73.87765,42464798,42508290
2020,7,10,15,20,40.694485,-73.98173,42464621,42464610
2020,7,3,10,20,40.60259,-73.94716,42520487,42520490
2020,8,8,19,20,40.67785,-73.74549,3530981349,3530981348
2020,7,19,0,0,40.686802,-73.752075,42847966,42891224
2020,7,14,17,0,40.648804,-73.88725,42500774,42516874
2020,8,9,9,11,40.849777,-73.84496,42743751,5007364291
2020,7,3,15,33,40.61312,-73.91745,42500380,42524228
2020,7,2,8,30,40.766922,-73.83548,42806439,42835738
2020,6,30,0,12,40.686115,-73.86992,42478963,42478967
2020,7,18,12,43,40.87683,-73.86472,42739377,42739385
2020,7,18,18,30,40.665737,-73.75194,360744452,455573449
2020,7,17,16,53,40.706867,-73.7908,5137373497,42822620
2020,8,7,6,35,40.593273,-74.06319,42985393,3552371771
2020,6,30,16,15,40.68161,-73.9748,42491625,42477222
2020,8,20,19,10,40.655422,-73.95007,42481693,42494664
2020,8,15,20,24,40.88622,-73.86711,85188060,85188916
2020,7,7,19,30,40.72593,-73.99466,42445511,1692433916
2020,7,21,17,0,40.723618,-73.99281,1918039864,42432082
2020,7,23,14,0,40.67493,-73.86607,42482708,598629582
2020,7,30,10,0,40.6531,-74.011505,42496091,42465926
2020,7,8,0,0,40.663795,-73.99778,449388516,449388143
2020,7,18,20,0,40.69407,-73.91406,42486694,42496752
2020,8,6,13,40,40.726814,-73.813576,42934240,5427812508
2020,8,13,13,49,40.625496,-73.95855,42492588,42519007
2020,7,9,18,0,40.658,-73.935905,42484565,42493299
2020,8,15,23,39,40.818558,-73.92732,42741436,2408448905
2020,8,6,17,30,40.757732,-73.99686,427840965,427804205
2020,8,16,2,15,40.62023,-74.16535,42944053,42971150
2020,6,30,13,40,40.83443,-73.91035,42743942,42782633
2020,8,11,0,0,40.738064,-73.83657,511252384,106657365
2020,7,10,21,9,40.75776,-73.7834,274302235,5455232743
2020,8,21,5,30,40.68134,-73.96549,597728149,597728150
2020,8,11,18,59,40.820137,-73.89029,42723765,596366293
2020,8,20,20,35,40.766815,-73.9386,42807546,4573599938
2020,8,4,13,0,40.61556,-73.994965,42495404,42495401
2020,7,26,13,46,40.71556,-73.87828,42815219,42815225
2020,7,9,12,52,40.65368,-73.942154,42467311,42510375
2020,8,14,14,8,40.637337,-74.00047,42473031,42526037
2020,8,10,14,0,40.709156,-73.84107,461768283,461767551
2020,7,2,18,30,40.719933,-73.97876,42449874,42453613
2020,7,22,20,19,40.72293,-73.847336,42911464,277630885
2020,8,6,14,0,40.65755,-73.73384,1024610088,1024610091
2020,7,20,20,56,40.66407,-73.94847,42478516,42481975
2020,7,10,18,12,40.665848,-73.74822,42813144,42813129
2020,8,4,13,4,40.71093,-73.813576,42834771,42842968
2020,7,25,16,32,40.59024,-73.94969,42512839,42512842
2020,8,6,17,50,40.76662,-73.923836,42833312,42810494
2020,7,2,10,25,40.693394,-73.78894,42915994,42915996
2020,8,5,16,0,40.635193,-74.07548,825272385,4593885941
2020,8,6,19,16,40.760284,-73.73177,42889019,42889025
2020,7,5,11,30,40.6736,-73.87974,42484919,42502238
2020,7,29,13,32,40.852386,-73.90369,42770173,2025209417
2020,8,4,10,40,40.72202,-73.81936,5489297482,42823222
2020,7,15,9,36,40.676636,-73.88144,42512428,42517221
2020,8,9,20,25,40.804417,-73.955376,42435763,42437188
2020,8,9,18,20,40.86024,-73.92843,42443522,1764387325
2020,7,11,11,16,40.67472,-73.85839,598643975,42897980
2020,8,21,8,13,40.658234,-73.9321,42516395,42522040
2020,7,27,9,3,40.609463,-73.97419,42515297,42524875
2020,8,6,14,35,40.614662,-74.06502,42965649,43001004
2020,7,27,21,15,40.665905,-73.91854,42479194,42515033
2020,8,3,10,56,40.683582,-73.953964,42489038,42489044
2020,8,15,9,0,40.704765,-73.75383,42915869,42928234
2020,7,28,20,56,40.619728,-74.08358,42955027,42999448
2020,7,24,14,20,40.679653,-73.88556,42464773,42464776
2020,7,2,11,51,40.67224,-73.866356,42513134,42515153
2020,8,2,23,20,40.701683,-73.90885,42870693,42907497
2020,8,15,20,30,40.768166,-73.82422,42834749,42865356
2020,7,3,22,27,40.655773,-73.94441,42494669,42494675
2020,7,31,23,11,40.754147,-73.722885,42830295,42830634
2020,8,11,13,0,40.675213,-73.7378,42923201,3530981340
2020,8,5,14,50,40.636635,-74.00838,42487504,42521597
2020,7,19,15,30,40.73444,-73.72179,42789907,42930722
2020,7,9,17,30,40.67975,-73.92866,42460657,42465019
2020,8,10,16,14,40.84739,-73.92832,60925389,1764424345
2020,7,14,22,50,40.774155,-73.984886,42442410,42442415
2020,7,18,19,20,40.73941,-74.0054,42429390,42436431
2020,6,29,18,29,40.669655,-73.99253,42496182,42466183
2020,8,4,13,0,40.613808,-73.992294,42482812,42488615
2020,7,3,13,0,40.824966,-73.94695,42434259,42434262
2020,8,7,9,40,40.7426,-73.82081,42838960,42824578
2020,8,6,19,50,40.666805,-73.76104,1369783105,42787941
2020,8,13,19,30,40.61751,-74.07305,42948602,4474960548
2020,7,16,22,30,40.892147,-73.855865,42757268,42769142
2020,7,28,11,30,40.655987,-74.002686,1372888695,42521152
2020,7,4,11,0,40.690647,-73.90805,42496784,42496786
2020,7,21,14,0,40.773655,-73.95173,42452956,42439409
2020,8,8,20,40,40.74847,-73.870026,42842337,42912183
2020,7,31,10,0,40.830086,-73.90489,42759478,42742473
2020,8,12,11,15,40.818726,-73.883736,42719845,42734551
2020,8,17,15,30,40.549477,-74.14933,42953503,42953507
2020,7,30,21,20,40.847027,-73.89807,42729992,42783552
2020,7,26,15,30,40.666294,-73.89445,42495641,42511307
2020,7,2,12,0,40.72998,-73.957634,42493352,42514451
2020,7,22,19,30,40.65706,-73.83933,42886442,42874477
2020,8,3,16,38,40.752495,-73.87438,42816086,42879014
2020,7,15,12,17,40.751976,-73.90165,42824211,42824214
2020,7,28,14,20,40.739174,-73.98188,42436586,42436590
2020,7,30,9,39,40.54653,-74.180435,43017152,43017160
2020,8,20,18,15,40.589935,-74.145676,42959124,43001830
2020,7,3,10,45,40.7201,-73.79038,42829512,5515778679
2020,7,16,0,45,40.844917,-73.926384,42749016,60923209
2020,8,17,23,55,40.73671,-73.97817,42448707,42448714
2020,7,28,13,54,40.76578,-73.95332,42427030,42428005
2020,7,31,16,0,40.872116,-73.88048,42734113,42754847
2020,8,10,17,30,40.681057,-73.97215,42477222,42470385
2020,8,7,11,20,40.790314,-73.94769,42434895,42430479
2020,7,8,23,30,40.899246,-73.84609,42730729,1348856224
2020,7,29,19,15,40.7966,-73.97039,1061531730,42428723
2020,8,10,17,5,40.582863,-73.97485,598784368,455421945
2020,7,4,21,30,40.69574,-73.97511,598043797,479715943
2020,7,12,21,35,40.768303,-73.89962,42874655,42910631
2020,7,11,19,34,40.69484,-73.902756,42892335,3325564429
2020,8,5,0,10,40.60485,-74.02559,2316096398,448095963
2020,7,18,23,57,40.840603,-73.91152,42763655,42748477
2020,7,23,8,0,40.66696,-73.77078,42875377,42896358
2020,8,15,4,58,40.848637,-73.91169,42736334,42736336
2020,7,21,19,0,40.68837,-73.944916,42514373,42482263
2020,7,21,16,30,40.574528,-73.9879,42467677,42503435
2020,7,6,11,32,40.824707,-73.91552,42748171,42732945
2020,7,20,6,30,40.68766,-73.85058,2924921645,42838642
2020,7,28,18,0,40.664303,-73.9573,42520315,42535861
2020,7,24,21,22,40.74316,-73.82556,42858248,42858251
2020,7,27,0,0,40.666546,-73.78808,277747055,455493219
2020,7,7,17,11,40.83836,-73.92493,42734290,42751983
2020,7,29,15,52,40.754616,-73.997116,4954493920,1533280147
2020,7,10,23,40,40.66281,-73.911896,42477761,42509486
2020,8,5,14,2,40.67308,-73.91124,42474915,42516695
2020,8,21,22,30,40.70344,-73.90141,42861589,42918954
2020,8,1,22,0,40.796104,-73.94138,42449422,42435396
2020,7,14,10,50,40.689106,-73.95813,42501880,42523755
2020,7,7,10,30,40.815304,-73.94371,42439887,2141026532
2020,7,15,14,55,40.71247,-73.79063,42807688,42813268
2020,7,9,7,0,40.754147,-73.722885,42830295,42830634
2020,7,29,15,31,40.764053,-73.96476,42449982,42429980
2020,6,30,22,41,40.633186,-73.89945,42522162,42522158
2020,7,18,0,18,40.587475,-73.90982,455427060,452268925
2020,7,26,23,45,40.62356,-73.927376,42532778,42521023
2020,7,19,8,38,40.62516,-73.9081,42490507,2419455647
2020,8,11,11,30,40.621647,-74.16699,42959491,42959507
2020,7,20,15,20,40.828114,-73.93107,529051355,529059900
2020,8,8,15,45,40.82112,-73.848526,42757387,42759211
2020,8,6,5,0,40.597122,-74.00418,4268511511,455369962
2020,8,2,1,50,40.82692,-73.87199,42737338,60653722
2020,7,22,16,50,40.82387,-73.84454,42719975,42719977
2020,8,3,8,30,40.63843,-73.96081,42465105,42492574
2020,8,6,16,10,40.803368,-73.96728,595314104,561035330
2020,7,30,18,24,40.865997,-73.89981,42730976,42730980
2020,7,29,16,50,40.698326,-73.96106,42461438,42494532
2020,7,6,9,54,40.874973,-73.87946,42731099,42731097
2020,8,13,6,53,40.725147,-73.86971,3324555216,3324555237
2020,7,13,18,0,40.683933,-73.87119,42464808,42464809
2020,8,14,16,0,40.584137,-73.96386,455421997,598784307
2020,7,19,16,42,40.688766,-73.99907,598202924,451052015
2020,8,14,3,45,40.868248,-73.916145,42439432,42449593
2020,7,21,13,0,40.574333,-73.99733,42478885,42478882
2020,7,7,18,11,40.84597,-73.896545,42768611,42768613
2020,8,3,20,20,40.86157,-73.913185,595749116,60915916
2020,7,26,12,45,40.843857,-73.83044,42745518,42759374
2020,8,3,8,15,40.897472,-73.86839,42767200,42746639
2020,7,16,11,15,40.6156,-74.0224,42482667,42487330
2020,7,3,4,20,40.72652,-73.95235,42516607,42527806
2020,8,14,9,40,40.84497,-73.9092,596668832,573401827
2020,8,2,7,34,40.834133,-73.90533,42730113,42730107
2020,8,20,15,40,40.743477,-73.73286,464737828,464700161
2020,8,6,15,3,40.72422,-74.00865,4142105812,4142105811
2020,7,17,15,10,40.70145,-73.90791,42871170,42871166
2020,7,18,0,5,40.867043,-73.837135,42743919,42744044
2020,7,9,17,40,40.65993,-73.891655,42474335,42474338
2020,7,20,16,36,40.759514,-73.99926,42430664,427804029
2020,8,16,23,45,40.68605,-73.831726,42858028,42902616
2020,8,1,17,50,40.821205,-73.89164,42737472,42751871
2020,7,19,3,42,40.728146,-73.83925,277579136,277670267
2020,6,30,16,45,40.658764,-73.89188,42474335,1942054806
2020,7,6,10,30,40.73496,-73.93857,42856255,42833299
2020,8,11,17,30,40.60064,-73.93997,42505735,42534256
2020,7,4,18,5,40.82802,-73.94635,42434340,561035365
2020,7,5,13,44,40.672665,-73.86644,42513134,42515153
2020,8,2,19,30,40.714123,-73.82078,42857748,42868338
2020,7,21,6,24,40.805073,-73.92331,42761217,42725827
2020,8,7,22,25,40.587868,-74.09318,42943551,42943556
2020,8,13,0,35,40.663227,-73.93159,42468552,42468550
2020,7,8,9,51,40.59034,-73.972084,42466883,42519346
2020,7,3,17,18,40.84692,-73.89756,42729992,42760064
2020,8,5,9,5,40.825336,-73.88966,42766683,42760328
2020,7,23,21,37,40.62337,-73.93945,42505857,42505853
2020,8,16,17,0,40.821087,-73.9038,42748216,42763815
2020,8,4,7,25,40.65487,-73.96191,42492967,42512728
2020,7,25,11,14,40.811478,-73.91694,42761045,3637936710
2020,7,5,4,42,40.678436,-73.88945,42464761,42464764
2020,8,4,16,50,40.788795,-73.93755,371209940,371239958
2020,8,19,13,37,40.826397,-73.92116,42748152,2408448899
2020,7,22,0,35,40.718147,-73.88474,42895529,42846724
2020,8,18,4,25,40.76213,-73.870125,42887572,42811320
2020,7,18,22,0,40.636463,-73.9118,42500825,42502215
2020,8,2,21,56,40.700768,-73.990944,248606886,42519809
2020,7,30,9,21,40.704018,-74.01158,370880761,42451370
2020,7,14,15,31,40.797943,-73.94213,42447199,42435395
2020,8,10,20,0,40.736652,-73.9079,42825314,42825313
2020,7,22,0,0,40.66504,-73.76218,42813654,42813656
2020,7,16,19,35,40.68794,-73.789635,42889894,42898300
2020,6,29,10,34,40.861862,-73.91282,595749116,60915916
2020,8,12,16,0,40.65082,-73.87055,452384721,452382948
2020,7,3,21,35,40.78848,-73.93947,42433513,42456101
2020,7,27,8,24,40.698746,-73.888466,42909259,1794656811
2020,8,14,13,8,40.616882,-73.91799,42473370,42473375
2020,8,19,14,25,40.86155,-73.92472,42432785,1764400310
2020,8,20,13,30,40.662663,-73.90824,42477768,42477771
2020,8,6,14,8,40.791496,-73.97224,1061531736,42442502
2020,7,29,17,7,40.725098,-73.95758,42469534,42500969
2020,7,26,22,40,40.599834,-73.75607,42862119,42862121
2020,7,21,0,7,40.8219,-73.81854,85214220,42726251
2020,7,17,17,4,40.725674,-74.00578,4616536351,42442286
2020,8,16,21,8,40.6545,-73.88222,42472320,1273032404
2020,7,9,0,0,40.66235,-73.95082,42472144,42472153
2020,6,30,10,30,40.607403,-73.75831,42820575,42926762
2020,8,9,16,20,40.7549,-73.74548,462122645,42797656
2020,7,2,13,30,40.620434,-74.024475,42461069,42461071
2020,7,27,12,44,40.682426,-73.937935,42499211,42516282
2020,7,26,17,30,40.728603,-74.005325,42448563,42436371
2020,8,9,0,0,40.679317,-73.825516,42868664,42912044
2020,7,7,15,9,40.8511,-73.90468,42740237,42741307
2020,7,19,22,10,40.70028,-73.941154,42499079,42504102
2020,7,23,16,40,40.662712,-73.99568,1372888614,42476421
2020,6,29,16,19,40.683296,-73.936966,42466977,42506695
2020,7,18,9,40,40.76296,-73.887665,42874190,42842575
2020,7,4,8,45,40.84257,-73.94211,42427136,42427139
2020,7,19,17,20,40.844936,-73.891525,42733174,42759838
2020,7,1,11,30,40.70973,-74.00626,42440282,1538237248
2020,7,27,12,30,40.692226,-73.930916,42473232,42499477
2020,7,16,9,15,40.61237,-74.11122,42955051,42983936
2020,6,29,16,49,40.836952,-73.91534,42741378,2408369222
2020,7,29,17,25,40.757072,-73.85492,2447752439,2447752433
2020,7,14,8,51,40.66855,-73.90079,42469274,2547411482
2020,7,4,22,45,40.712128,-73.736404,42828917,42835219
2020,8,3,19,19,40.884155,-73.900375,42732302,1544574092
2020,7,18,17,0,40.67116,-73.917,42476335,1260335264
2020,7,30,11,25,40.76465,-73.823494,42865368,42933161
2020,8,16,0,3,40.674644,-73.88618,42485156,42504341
2020,8,2,14,15,40.665607,-73.899086,42500030,42469281
2020,7,10,11,30,40.665257,-73.91058,42500877,42500874
2020,8,18,13,45,40.70145,-73.989624,598054698,2034474321
2020,7,18,22,50,40.69335,-73.90041,42803355,766001495
2020,7,10,2,10,40.760254,-73.967545,42443615,42432856
2020,7,10,6,30,40.82358,-73.90675,42735050,42739751
2020,8,11,0,0,40.72709,-73.991554,1773084402,42431168
2020,7,28,13,21,40.652367,-73.88229,42524520,42524529
2020,7,29,11,25,40.8375,-73.880684,42723331,103083486
2020,8,6,10,6,40.824387,-73.91678,42770796,42781652
2020,7,11,14,34,40.790752,-73.98137,61261104,61269400
2020,8,8,22,1,40.683247,-73.93726,42466977,42506695
2020,8,8,9,20,40.633404,-73.89477,42511720,42530024
2020,8,13,15,27,40.637203,-74.0222,42494257,4026478027
2020,6,30,12,35,40.706497,-73.90843,42809962,42809958
2020,7,1,20,42,40.722336,-73.93818,42490476,42522375
2020,7,3,12,0,40.71211,-74.01411,42422028,42453395
2020,8,15,17,30,40.84921,-73.90011,42757526,42757535
2020,7,25,10,0,40.70519,-73.91478,42888324,42907474
2020,8,14,16,45,40.744892,-73.77022,42793030,42792584
2020,7,17,22,55,40.869846,-73.915886,42429236,42429242
2020,7,13,4,31,40.61913,-73.99019,42501103,42512332
2020,7,15,22,51,40.667866,-73.8702,1942055203,1942055159
2020,7,27,17,30,40.740273,-73.89586,42885400,276299101
2020,8,10,14,45,40.830738,-73.9105,42746986,42759462
2020,7,1,8,0,40.73979,-73.866104,42823415,42806616
2020,8,2,14,0,40.70984,-73.78907,42845456,42860713
2020,7,22,21,44,40.662468,-73.99226,42465336,42465340
2020,8,1,16,0,40.69407,-73.82802,42867981,2924892682
2020,7,14,9,4,40.66798,-73.893845,42495636,42495800
2020,8,3,12,47,40.687397,-73.995735,42484037,42484034
2020,7,7,6,59,40.88004,-73.877815,42739315,42756055
2020,7,12,12,15,40.638786,-73.94538,42481738,42496590
2020,7,21,8,30,40.667053,-73.856316,42899946,598778524
2020,7,16,21,23,40.76635,-73.95103,42438809,42450634
2020,8,18,15,30,40.740234,-73.72316,42819040,42819043
2020,8,8,4,0,40.752964,-73.93049,42876788,42876791
2020,7,25,5,55,40.703163,-73.81662,457020792,1934649909
2020,8,5,20,30,40.748856,-73.87132,42870415,42912178
2020,8,6,16,55,40.853474,-73.906456,42733827,42736311
2020,8,4,13,0,40.84701,-73.93705,42436812,42449631
2020,7,13,11,0,40.67928,-73.91306,42477951,42477955
2020,7,28,16,39,40.734642,-73.95501,42486600,42535632
2020,8,6,23,59,40.8466,-73.90381,42740544,42740551
2020,7,4,18,37,40.651733,-73.93039,42497432,42497456
2020,8,11,7,0,40.886967,-73.860435,42762679,42769127
2020,7,22,20,0,40.750538,-73.940636,2089938144,2969267799
2020,8,3,16,0,40.80694,-73.9419,42434117,42444452
2020,8,7,15,34,40.860172,-73.90729,42731002,42747810
2020,7,4,4,47,40.659832,-73.897606,42469293,42500032
2020,8,15,23,0,40.836243,-73.861,5334639176,5177463542
2020,7,29,18,15,40.693035,-73.811676,42829113,42803110
2020,8,20,14,14,40.828075,-73.840065,596455795,42728326
2020,7,9,21,30,40.703106,-73.905,42827643,42809977
2020,7,26,19,50,40.878643,-73.871605,42739327,42739330
2020,8,16,19,50,40.57362,-73.99613,42466714,42503454
2020,7,31,19,23,40.672497,-73.86642,42513134,42515153
2020,7,6,11,55,40.617393,-73.96555,42500742,42517180
2020,7,29,9,5,40.679893,-73.85066,42903900,42903903
2020,8,7,12,0,40.708668,-73.73471,42786188,42859593
2020,7,20,9,23,40.636475,-74.00662,42473469,42538434
2020,7,29,12,52,40.696198,-73.98869,278632503,598043793
2020,8,14,19,45,40.726257,-73.97415,42446584,3624790934
2020,8,19,19,22,40.711365,-73.95691,42482417,42480096
2020,8,4,11,22,40.742943,-73.91685,276207728,588178907
2020,8,10,6,40,40.638382,-74.03668,452196762,451663024
2020,7,8,15,10,40.69428,-73.92674,42513732,42513737
2020,8,2,12,15,40.87842,-73.854416,42765401,42777770
2020,8,4,0,0,40.69169,-73.90585,42520200,42496790
2020,7,22,11,7,40.686363,-73.77678,5347388047,5347387510
2020,7,17,12,31,40.818954,-73.91404,42780968,42768535
2020,7,13,0,37,40.662014,-73.86838,42486499,42486504
2020,8,5,18,27,40.753788,-73.744286,461917207,461917223
2020,7,18,16,10,40.76623,-73.915306,42874060,42832991
2020,7,29,18,49,40.594044,-73.78914,42832358,5123152121
2020,8,16,14,40,40.74091,-73.83727,106657365,106658397
2020,8,11,19,29,40.75667,-73.88746,42835611,5357878499
2020,7,29,16,5,40.57642,-74.11875,42989446,42989448
2020,7,18,13,55,40.656944,-73.76878,279202844,279203042
