year,month,day,hour,minute,lat,lon,node_1,node_2
2020,7,24,8,0,40.75892,-73.92566,42927001,42824136
2020,7,27,12,19,40.61832,-74.07885,42960330,42979394
2020,7,17,13,0,40.9001,-73.863205,42762807,42766674
2020,7,22,8,0,40.839478,-73.883896,42747046,42761193
2020,7,28,14,45,40.681503,-73.904106,42474941,1260335171
2020,7,2,13,25,40.83893,-73.833275,42730310,42730312
2020,7,7,18,48,40.674767,-73.88536,42502332,42485156
2020,8,3,20,55,40.62945,-73.979866,42512284,42501581
2020,8,15,21,30,40.75614,-73.969604,42440465,42440463
2020,8,6,6,50,40.846474,-73.861824,42745153,42745160
2020,8,10,8,0,40.61581,-73.95157,42508398,42508400
2020,8,11,13,5,40.74613,-73.83605,106643601,106657384
2020,8,16,5,38,40.60981,-73.92251,3527276331,42491937
2020,8,4,16,0,40.7075,-73.80929,42929482,42887077
2020,7,25,20,59,40.602478,-73.96636,42508841,2282434983
2020,7,19,15,40,40.721703,-74.00518,4143859865,4143859873
2020,8,15,16,30,40.68115,-74.00458,42478228,42478225
2020,7,24,5,15,40.634945,-73.9325,42484506,42515777
2020,8,6,7,40,40.7079,-73.74948,42814616,42814618
2020,7,18,7,26,40.506187,-74.2349,42948879,42989122
2020,7,22,15,10,40.722603,-73.85176,42921691,42861554
2020,8,6,15,0,40.641747,-74.013824,42490248,42465494
2020,8,2,23,35,40.643875,-74.01887,42465952,42465954
2020,8,3,13,0,40.83543,-73.92341,2912071078,2912071085
2020,6,30,11,35,40.740295,-73.712364,42834567,42834571
2020,8,5,7,50,40.849213,-73.90576,2028361256,2028328032
2020,7,7,14,30,40.708904,-73.95926,42480086,42480088
2020,7,2,19,3,40.82325,-73.88277,42753468,42753465
2020,8,20,18,35,40.698597,-73.76015,42832649,42893523
2020,8,19,8,30,40.88368,-73.893135,42756617,42756620
2020,7,20,16,0,40.738895,-73.70099,42940246,2295683404
2020,7,7,12,20,40.669197,-73.91407,42509464,42511515
2020,6,30,18,55,40.657665,-74.00093,42521149,1372888798
2020,7,27,9,30,40.74233,-73.83764,106643594,106650022
2020,7,31,16,10,40.806664,-73.94284,42444452,42453246
2020,7,29,20,30,40.7372,-73.87961,276314975,2089938010
2020,7,23,10,45,40.6496,-73.96792,42472392,42484753
2020,8,4,20,23,40.905983,-73.90058,42733090,42733092
2020,7,16,9,14,40.69366,-73.85217,42822315,2757013518
2020,8,4,23,0,40.634323,-74.11979,42996874,42996879
2020,8,2,23,9,40.67383,-73.9759,42487564,42477252
2020,7,29,14,35,40.848118,-73.93089,42427016,42442734
2020,7,23,19,1,40.86539,-73.86913,42744500,42734582
2020,7,19,4,11,40.68804,-73.947754,42482263,42481569
2020,8,16,0,10,40.66796,-73.77155,42819142,42885720
2020,7,21,18,24,40.6434,-73.9546,42479740,42520351
2020,8,20,15,0,40.766293,-73.93363,42843348,42882960
2020,7,18,1,20,40.70638,-73.79998,42861100,42861099
2020,7,6,13,35,40.625935,-73.917946,42493980,42493984
2020,7,14,18,24,40.73841,-73.982185,42442889,42448701
2020,7,6,14,23,40.59826,-73.79473,42808271,42827144
2020,7,25,0,0,40.69485,-73.74664,42868879,42889647
2020,8,19,19,50,40.71037,-73.79956,42807649,42807652
2020,8,3,16,30,40.732887,-73.920586,277386788,277386832
2020,7,22,13,0,40.68384,-73.802574,42843476,42889849
2020,7,1,17,0,40.72543,-73.99678,42428447,1919595915
2020,7,21,22,20,40.66578,-73.91942,42460715,42479194
2020,7,10,16,52,40.668446,-73.77193,42819142,1012642442
2020,7,2,10,0,40.658302,-73.90104,42504010,42515401
2020,8,5,13,55,40.75363,-73.88597,42823949,3779614626
2020,8,16,18,30,40.669926,-73.89149,42468368,42478550
2020,7,23,17,59,40.632988,-73.97349,42512277,42531001
2020,7,9,10,15,40.719055,-73.8332,277578666,277578452
2020,8,6,18,25,40.790253,-73.94564,42434898,42436624
2020,7,14,8,40,40.581493,-73.82955,42810851,1701253864
2020,7,31,0,15,40.676144,-73.893074,598622290,598622270
2020,7,31,23,3,40.677673,-73.91359,42515989,42509406
2020,7,5,18,20,40.624207,-73.96217,42514076,42514078
2020,7,23,8,20,40.68161,-73.7964,42853747,42853749
2020,7,5,19,43,40.87617,-73.84904,42745848,42763313
2020,7,2,14,20,40.851753,-73.889435,42763752,42763757
2020,7,8,20,30,40.7452,-73.89111,42895186,42897086
2020,8,1,15,30,40.769737,-73.90988,42910587,42917848
2020,7,4,22,10,40.584793,-74.16034,42951197,42951200
2020,7,23,11,50,40.767864,-73.73818,42843945,42884654
2020,8,17,12,12,40.847263,-73.844795,42740594,2889340333
2020,7,9,0,44,40.86155,-73.92472,42432785,1764400310
2020,8,18,19,30,40.83015,-73.89337,42720083,42720086
2020,7,17,23,41,40.74458,-73.91557,42817805,42807841
2020,8,10,4,0,40.85931,-73.887726,42748283,3308988998
2020,8,6,18,2,40.663227,-73.93159,42468552,42468550
2020,7,6,18,30,40.715103,-73.90129,42807078,42807081
2020,8,1,14,0,40.807545,-73.95681,42440122,42440125
2020,7,6,23,17,40.632156,-74.02751,42466027,42466030
2020,8,17,18,30,40.83235,-73.862434,42768972,579606268
2020,8,16,23,30,40.689976,-73.80791,42905777,42920982
2020,7,3,11,0,40.8526,-73.789505,42741167,42766701
2020,8,6,20,25,40.839596,-73.86957,42779187,42784054
2020,6,29,0,0,40.820004,-73.95888,42441191,595320307
2020,7,1,20,15,40.811977,-73.92373,42732876,42732879
2020,8,1,19,50,40.8421,-73.92624,42769860,42769868
2020,7,27,14,0,40.59961,-73.99626,42469047,42469048
2020,8,3,11,45,40.592514,-73.95231,42492651,42519086
2020,8,7,17,0,40.71995,-73.8089,42865438,42857473
2020,7,10,14,17,40.692123,-73.9384,42516255,42466957
2020,8,8,1,10,40.844173,-73.91746,42770674,42770678
2020,7,26,3,55,40.843994,-73.89752,42768605,595491777
2020,7,10,23,20,40.654976,-73.936554,42467323,42467324
2020,7,10,3,35,40.687504,-73.91465,42490679,42490681
2020,8,16,2,25,40.611233,-73.987785,42495419,42495415
2020,8,21,21,40,40.69336,-73.75207,42807346,42889633
2020,8,15,17,5,40.88429,-73.86509,42755858,42757243
2020,8,11,21,0,40.713715,-73.73144,42787758,42787763
2020,8,6,21,23,40.880245,-73.85494,42773976,42730854
2020,7,31,12,30,40.57624,-73.95952,42475079,42489336
2020,7,5,2,55,40.651863,-73.86536,452391560,452386264
2020,8,2,1,20,40.745068,-73.97258,42454495,42455915
2020,8,4,6,50,40.70107,-73.89116,42818951,42886213
2020,8,3,13,57,40.85288,-73.92025,60919839,60919842
2020,7,5,1,30,40.665592,-73.888504,42467168,42472346
2020,7,20,11,18,40.816746,-73.92904,42733686,42734141
2020,7,4,20,56,40.84492,-73.90552,103070839,4635180144
2020,8,17,14,0,40.672676,-73.90994,42473572,42514789
2020,6,29,18,30,40.750786,-74.00564,42430597,42430594
2020,8,15,21,0,40.68424,-73.83808,42787556,42906217
2020,8,4,13,38,40.646366,-74.00184,42487460,42487463
2020,7,30,18,0,40.752106,-73.94424,371037281,2969267799
2020,8,10,15,30,40.846874,-73.90877,2408348765,2408348770
2020,8,9,16,30,40.845634,-73.83026,42744868,3640903371
2020,8,1,18,53,40.743206,-73.979965,42445411,42445413
2020,8,2,0,0,40.5807,-74.19253,5102927453,42946674
2020,7,4,13,45,40.736732,-73.85451,535055283,597363495
2020,7,20,10,2,40.62893,-73.971375,42508768,42508772
2020,7,18,3,15,40.657402,-73.94564,42496556,42522023
2020,8,7,23,45,40.636112,-73.7403,42838008,279188441
2020,7,2,19,30,40.811367,-73.95402,42429825,42440144
2020,7,23,20,35,40.84882,-73.85467,42756759,42756763
2020,7,13,18,20,40.647114,-73.96168,42465096,42478844
2020,8,15,15,17,40.66714,-73.95925,42478469,42509044
2020,7,10,9,28,40.776897,-73.97547,42432556,42432558
2020,7,19,14,10,40.803665,-73.874664,4591240835,474754881
2020,7,24,14,0,40.83312,-73.912155,42742441,42742443
2020,8,4,12,0,40.695385,-73.98324,42521956,42481908
2020,8,8,16,28,40.703957,-73.8957,42807132,42810972
2020,8,1,23,36,40.826275,-73.85971,42753509,42728689
2020,8,15,11,28,40.75958,-73.76894,42896002,42900355
2020,7,26,16,45,40.68175,-73.96748,597711097,597728148
2020,7,21,13,20,40.653454,-73.88466,42511437,1273032291
2020,7,26,11,55,40.667473,-73.931244,42486265,42515018
2020,8,6,8,13,40.740932,-73.94485,42808179,42836338
2020,8,6,14,40,40.59272,-73.78338,42821196,42852414
2020,7,15,10,10,40.592995,-74.07512,42993477,43015792
2020,8,20,8,0,40.745705,-73.98783,42427786,42427787
2020,7,19,7,15,40.687992,-73.74847,4205199509,4204976489
2020,7,31,4,31,40.89305,-73.8999,42757980,1579668049
2020,7,17,17,30,40.69627,-73.90956,42489096,42479011
2020,7,24,15,30,40.63299,-74.07679,43006145,42977571
2020,7,5,14,30,40.67867,-73.91199,42475929,42465069
2020,8,20,8,0,40.68087,-73.99888,42502701,42502697
2020,8,21,4,50,40.783955,-73.94638,42443054,4779073675
2020,8,7,16,5,40.823647,-73.943855,42432963,42434255
2020,7,14,21,0,40.85477,-73.90299,42749479,42749476
2020,7,10,12,19,40.84126,-73.92805,42728159,42740411
2020,7,6,9,40,40.817593,-73.95319,42434098,42434101
2020,7,24,9,55,40.749157,-73.9727,42432458,42432464
2020,7,23,22,15,40.87231,-73.871956,85190103,85191908
2020,7,22,22,15,40.70075,-73.98599,42497724,42519833
2020,8,10,10,0,40.7129,-73.765976,42834922,5137382116
2020,7,31,11,8,40.799435,-73.9553,42433743,2141026499
2020,7,4,12,56,40.74554,-73.7768,42815638,588181388
2020,7,17,8,13,40.831635,-73.91894,42767103,42767109
2020,8,9,0,0,40.676037,-73.88556,42502330,42536666
2020,7,26,6,25,40.67128,-73.94358,42467460,42533546
2020,7,22,19,0,40.805737,-73.94065,42444452,42444453
2020,7,29,14,25,40.73635,-73.97502,42426875,589100228
2020,8,1,2,47,40.83898,-73.9186,42736037,42736040
2020,7,19,23,35,40.585037,-73.95645,455439451,455439484
2020,7,5,16,30,40.69584,-73.98241,42464610,598043811
2020,7,25,20,0,40.68739,-73.871376,42495037,42495034
2020,7,13,21,43,40.79486,-73.94649,42459180,596776386
2020,8,11,23,30,40.758305,-74.000145,42430651,42433644
2020,7,12,6,30,40.680786,-73.80525,42829147,42829152
2020,7,14,16,53,40.75872,-73.88691,42835614,42856685
2020,7,9,22,42,40.807087,-73.94178,42434117,42446203
2020,7,7,12,32,40.55199,-74.1393,42997079,43002930
2020,7,9,10,35,40.842175,-73.83004,42745512,42746343
2020,7,17,23,21,40.7966,-73.97039,1061531730,42428723
2020,7,11,23,55,40.644253,-73.98079,42522790,42515311
2020,7,27,20,40,40.8396,-73.929474,60920157,529288546
2020,8,6,15,30,40.704304,-73.80315,42845556,42861095
2020,8,17,17,0,40.65082,-73.87055,452384721,452382948
2020,7,29,9,55,40.684544,-73.96509,42478403,42487087
2020,7,23,17,34,40.703667,-73.9269,42530350,42525548
2020,7,11,23,28,40.76217,-73.7568,42803679,42789960
2020,8,3,15,35,40.759884,-73.97068,4862610026,42448338
2020,8,12,15,40,40.82918,-73.871544,42760201,42743803
2020,8,12,19,38,40.65245,-74.013435,42496086,42496088
2020,7,30,16,25,40.683723,-73.96797,42464930,42464932
2020,7,3,10,0,40.702286,-73.98281,42500008,42500009
2020,7,20,12,30,40.7552,-73.85909,42927111,42930944
2020,7,25,7,0,40.86369,-73.91707,42431257,42431260
2020,7,9,15,45,40.858376,-73.89637,42747493,42747496
2020,8,15,1,20,40.798782,-73.949936,42437204,42437201
2020,8,6,23,43,40.68437,-73.91304,42502392,42505571
2020,7,23,3,30,40.666595,-73.87176,1942055151,1942055156
2020,7,8,6,0,40.615128,-73.99423,42482807,42495404
2020,7,16,6,30,40.758007,-73.96625,42442959,42442957
2020,7,26,14,46,40.608906,-74.03452,42461914,448100066
2020,7,20,9,0,40.743336,-73.9511,42844241,276316979
2020,7,12,15,7,40.878162,-73.86416,42780490,42769085
2020,7,25,13,10,40.86718,-73.831,1347335768,1347335679
2020,7,7,9,55,40.6427,-73.87661,452389990,452393056
2020,7,28,17,0,40.61593,-74.087425,42950271,43006201
2020,7,28,7,35,40.665905,-73.91854,42479194,42515033
2020,7,17,20,30,40.63932,-74.02356,42462450,595939863
2020,8,2,15,30,40.694637,-73.97858,479715838,598043800
2020,7,3,18,45,40.83562,-73.927864,42734283,42737578
2020,7,8,17,0,40.66401,-73.888435,42472342,42467172
2020,7,20,1,40,40.6629,-73.76192,42811238,42886707
2020,8,16,0,26,40.689407,-73.913956,42499846,42513791
2020,7,8,19,30,40.614952,-73.94068,42500568,42531267
2020,8,19,16,33,40.85482,-73.887184,42737974,42775400
2020,8,11,1,36,40.783245,-73.94473,4779073679,4779073676
2020,7,11,15,20,40.782475,-73.98082,1061531695,42428648
2020,8,14,17,0,40.757763,-73.852516,274421907,274422424
2020,7,6,16,30,40.82187,-73.903496,42739761,42748216
2020,7,29,6,30,40.59813,-74.005,42480369,42480365
2020,7,12,4,0,40.684856,-73.913925,42505567,42505568
2020,7,9,9,30,40.667988,-73.90447,42509350,42515065
2020,8,5,17,30,40.644672,-73.92573,42533882,5471800247
2020,7,31,19,35,40.684734,-73.950455,42486644,42481583
2020,8,10,21,0,40.83364,-73.8687,42732822,42732826
2020,8,6,9,0,40.657753,-73.89612,1942054767,1942054775
2020,7,8,2,30,40.78754,-73.812904,274187732,274184226
2020,8,1,17,0,40.639782,-74.16474,42962136,42981210
2020,8,10,23,40,40.81608,-73.917694,42761259,42761265
2020,8,3,5,15,40.66484,-73.82229,456354377,455884723
2020,7,1,1,50,40.789783,-73.81419,42836703,42936577
2020,7,18,2,30,40.68951,-73.78762,42825458,42866129
2020,8,9,23,35,40.708076,-73.78238,5137382128,5137382127
2020,8,10,11,30,40.81527,-73.904434,42758674,42765259
2020,8,8,5,15,40.765137,-73.81944,42824543,42924348
2020,7,15,23,31,40.83898,-73.9186,42736037,42736040
2020,7,17,12,30,40.71908,-73.98508,3630219668,42437074
2020,7,25,21,30,40.758488,-73.91371,42885748,42833506
2020,8,7,11,35,40.885952,-73.8279,3299520261,1345484456
2020,7,2,15,11,40.67534,-73.89675,42495624,598622281
2020,8,19,17,8,40.65739,-73.92508,42467776,42468579
2020,8,9,23,45,40.643787,-74.018845,598321859,598321712
2020,7,19,20,20,40.59981,-74.178246,42960298,42978098
2020,7,20,19,17,40.58478,-73.94526,455422044,455426894
2020,7,5,3,40,40.818497,-73.8681,42749380,42759168
2020,7,9,23,33,40.678276,-73.92467,42515964,42503847
2020,8,5,19,45,40.74359,-73.92242,2844853160,2844853155
2020,7,8,7,35,40.59753,-73.93161,42505655,42505658
2020,7,3,13,10,40.6481,-73.91474,42468624,42522127
2020,8,10,23,30,40.681484,-73.88025,42523336,42490587
2020,7,28,16,20,40.757828,-73.99308,42445001,42434434
2020,8,20,12,20,40.73291,-73.81487,42899364,5369226512
2020,8,5,19,0,40.672256,-73.98042,42477259,42465276
2020,7,23,14,30,40.667027,-73.990616,42484061,42465312
2020,8,12,23,45,40.611122,-74.176506,446799074,42971153
2020,7,17,13,10,40.74896,-74.00127,42445310,358447541
2020,7,16,8,0,40.69654,-73.97253,42488421,42471722
2020,7,2,10,5,40.73883,-73.983154,42446925,42448701
2020,7,31,19,0,40.669262,-73.91356,42509464,42511515
2020,8,1,21,47,40.634644,-74.13971,42950367,42950368
2020,8,11,16,22,40.58004,-74.11396,42989434,42989436
2020,7,19,19,30,40.575806,-73.9922,42508980,1773311782
2020,7,13,14,50,40.734188,-73.874,277028974,42868537
2020,7,25,4,30,40.85738,-73.92973,42443492,42453586
2020,8,7,12,19,40.680573,-73.92806,42499527,42485061
2020,8,11,22,58,40.82743,-73.89192,42759515,42766986
2020,8,4,17,44,40.757294,-73.91262,42904502,42856588
2020,8,15,19,0,40.75355,-73.98505,42430320,42430324
2020,7,24,3,10,40.605423,-74.072464,4572268661,42944804
2020,7,17,22,38,40.7376,-73.85241,42875020,42799097
2020,7,12,19,28,40.864246,-73.834435,42721188,473240275
2020,7,23,10,23,40.597137,-73.93548,42504598,42504594
2020,7,27,16,50,40.804695,-73.92239,42725827,42739615
2020,7,28,15,4,40.650528,-73.95583,42491704,42497359
2020,7,17,20,0,40.72225,-73.99948,42428441,42428438
2020,7,1,19,0,40.840496,-73.94599,60928402,254342115
2020,7,27,14,36,40.713917,-73.73573,42931196,5142961401
2020,7,24,3,20,40.825134,-73.95141,561035359,42428926
2020,8,1,10,28,40.541172,-74.19641,42990227,43012056
2020,7,10,20,25,40.77304,-73.83052,274188580,42924831
2020,7,29,0,0,40.763668,-73.79013,42873728,42873730
2020,7,24,22,0,40.708836,-73.80722,42917153,42865478
2020,8,7,17,20,40.720684,-73.81868,2810212554,4202519335
2020,8,15,8,32,40.82842,-73.86068,42749615,42749618
2020,7,5,0,0,40.771667,-73.9867,42421985,42421982
2020,7,9,13,20,40.63082,-73.88636,1257569595,42463529
2020,8,19,14,46,40.741196,-73.85917,42807475,42903153
2020,8,6,20,15,40.790623,-73.942444,42443068,42443066
2020,8,14,5,20,40.867878,-73.893005,42741239,2024846056
2020,7,4,17,8,40.864227,-73.89578,42741254,2025097130
2020,8,10,13,53,40.741734,-73.85811,42881963,42884357
2020,7,26,0,0,40.755207,-73.871,42814166,3779614602
2020,7,16,14,0,40.655247,-73.981804,42476077,42501930
2020,7,4,20,0,40.634815,-73.88094,452389379,452393062
2020,7,9,13,8,40.666878,-73.94522,42471098,42471103
2020,7,24,14,45,40.62042,-73.927055,42521026,42521029
2020,8,17,18,5,40.613655,-73.978,42502120,42502122
2020,7,4,7,30,40.851433,-73.93509,42429032,42429035
2020,7,23,7,40,40.817875,-73.89333,106685872,588113931
2020,8,14,15,40,40.620274,-73.99671,42490869,42468183
2020,7,30,8,42,40.764362,-73.96162,42449985,42442977
2020,8,18,16,2,40.67365,-73.87496,42484932,42505090
2020,7,26,9,0,40.63737,-73.89217,42475695,42475701
2020,7,19,18,45,40.581264,-73.82484,1701253580,5123401456
2020,8,13,15,5,40.600777,-73.9126,452246180,452274107
2020,7,2,16,7,40.720245,-73.9444,42463374,42502920
2020,7,16,19,0,40.727448,-73.8131,280232037,5427812829
2020,8,9,10,2,40.583202,-73.8177,278212846,599162968
2020,7,22,16,55,40.805836,-73.94691,3099327968,42453236
2020,7,13,12,35,40.7129,-73.995834,42435910,42435916
2020,7,24,0,45,40.71148,-73.9456,42491173,42535541
2020,7,17,12,10,40.86038,-73.88889,42730050,5327456902
2020,7,2,13,0,40.629494,-73.88737,452389370,452389379
2020,7,2,16,48,40.86241,-73.9225,42445634,1764400306
2020,7,25,17,0,40.811478,-73.950226,42435810,42432932
2020,7,25,18,50,40.668266,-73.84214,42875213,456348792
2020,8,18,11,5,40.680267,-73.9747,42477230,42491627
2020,7,20,16,40,40.886734,-73.887245,481201516,42737882
2020,7,22,7,15,40.643906,-73.96853,42475834,42501759
2020,7,4,2,55,40.713467,-73.99731,42433537,588455742
2020,6,30,21,15,40.764603,-73.819305,42815876,42815872
2020,8,13,5,40,40.668556,-73.84714,42903857,598780017
