u,v,key,oneway,highway,name,length,lanes,width,est_width,maxspeed,access,service,bridge,tunnel,area,junction,osmid,ref
297086193,102575241,0,True,motorway,Chesapeake Bay Bridge,843.988,3,,,50 mph,,,yes,,,,27164664,US 50;US 301
